Date,Country,Development,BondYield,CBPR,TotalPrices,Prices,Earnings,PE,Returns6M_Concurrent,BondYield_T_Difference,BondYield_T_PercentChange,BondYield_T_PercentChangeMedian,Returns6M_Subsequent,CBPR_T_Difference,CBPR_T_PercentChange,CBPR_T_PercentChangeMedian
2015-06-30,south korea,EM,2.452,1.5,591.494749,545.06,44.23,12.32330997,0.004105047,-0.72,-0.226986129,-0.144752714,-0.070395409,-1,-0.4,-0.4
2015-12-31,south korea,EM,2.085,1.5,549.856234,526.86,49.56,10.63075061,-0.070395409,-0.52,-0.199616123,-0.105050505,0.038273203,-0.5,-0.25,-0.2
2016-06-30,south korea,EM,1.465,1.25,570.900993,535.37,52,10.29557692,0.038273203,-0.987,-0.402528548,-0.202523853,0.04739042,-0.25,-0.166666667,-0.111111111
2016-12-31,south korea,EM,2.092,,597.956231,580.57,47.54,12.21224232,0.04739042,0.007,0.003357314,0.001459245,0.287757072,,,
2017-06-30,south korea,EM,2.212,1.25,770.022365,705.91,55.68,12.67798132,0.287757072,0.747,0.509897611,0.15966656,,0,0,0
1993-06-30,spain,DM,10.167,,,,,,,,,,,,,
1993-12-31,spain,DM,8.009,,,,,,,,,,,,,
1994-06-30,spain,DM,10.607,,,,,,,0.44,0.04327727,0.04327727,,,,
1994-12-31,spain,DM,11.837,,,,,,,3.828,0.477962292,0.368537595,,,,
1995-06-30,spain,DM,11.784,,,30.79,2.46,12.51626016,,1.177,0.110964457,0.110964457,,,,
1995-12-31,spain,DM,9.702,,,34.48,2.46,14.01626016,,-2.135,-0.180366647,-0.205545393,,,,
1996-06-30,spain,DM,8.819,,,40.93,2.88,14.21180556,,-2.965,-0.251612356,-0.291629783,,,,
1996-12-31,spain,DM,6.809,,,50.44,3,16.81333333,,-2.893,-0.298185941,-0.291207409,,,,
1997-06-30,spain,DM,6.371,,,68.16,3,22.72,,-2.448,-0.277582492,-0.252319109,,,,
1997-12-31,spain,DM,5.592,,1104.576,72.75,3.54,20.55084746,,-1.217,-0.178734028,-0.13141839,0.438953952,,,
1998-06-30,spain,DM,5.013,,1589.434,104.43,3.46,30.18208092,0.438953952,-1.358,-0.213153351,-0.153985713,0.041717366,,,
1998-12-31,spain,DM,3.965,3,1655.741,100,3.45,28.98550725,0.041717366,-1.627,-0.290951359,-0.193368196,-0.065852691,,,
1999-06-30,spain,DM,4.766,2.5,1546.706,105.73,3.97,26.63224181,-0.065852691,-0.247,-0.049271893,-0.030840305,0.122250124,,,
1999-12-31,spain,DM,5.558,3,1735.791,121.28,4.04,30.01980198,0.122250124,1.593,0.401765448,0.215008773,-0.063306009,0,0,0
2000-06-30,spain,DM,5.506,4.25,1625.905,118.12,6.76,17.47337278,-0.063306009,0.74,0.155266471,0.108679689,-0.101740877,1.75,0.7,0.583333333
2000-12-31,spain,DM,5.193,,1460.484,107.7,5.47,19.68921389,-0.101740877,-0.365,-0.065671105,-0.05538695,-0.113497991,,,
2001-06-30,spain,DM,5.417,,1294.722,105.17,6.11,17.21276596,-0.113497991,-0.089,-0.016164185,-0.01396955,-0.000133619,,,
2001-12-31,spain,DM,5.178,3.25,1294.549,99.04,6,16.50666667,-0.000133619,-0.015,-0.002888504,-0.002507732,-0.102617977,,,
2002-06-30,spain,DM,5.15,,1161.705,79.43,4.76,16.68697479,-0.102617977,-0.267,-0.049289275,-0.047746781,-0.055978928,,,
2002-12-31,spain,DM,4.281,2.75,1096.674,69.85,2.16,32.33796296,-0.055978928,-0.897,-0.173232908,-0.160896861,0.254948299,-0.5,-0.153846154,-0.166666667
2003-06-30,spain,DM,3.872,2,1376.269171,79.25,4.45,17.80898876,0.254948299,-1.278,-0.24815534,-0.229938827,0.262647525,,,
2003-12-31,spain,DM,4.288,2,1737.742863,89.64,5.12,17.5078125,0.262647525,0.007,0.001635132,0.001265365,0.012309322,-0.75,-0.272727273,-0.260869565
2004-06-30,spain,DM,4.337,2,1759.133299,92.77,5.9,15.72372881,0.012309322,0.465,0.120092975,0.084453324,0.273640985,0,0,0
2004-12-31,spain,DM,3.71,2,2240.504268,104.34,6.57,15.88127854,0.273640985,-0.578,-0.134794776,-0.105831731,-0.034653771,0,0,0
2005-06-30,spain,DM,3.115,2,2162.862346,111.5,7.03,15.86059744,-0.034653771,-1.222,-0.281761586,-0.225586118,0.081544812,0,0,0
2005-12-31,spain,DM,3.312,,2339.232549,122.1,7.59,16.08695652,0.081544812,-0.398,-0.107277628,-0.075023563,0.164827609,,,
2006-06-30,spain,DM,4.065,2.75,2724.802657,129.38,11.27,11.48003549,0.164827609,0.95,0.304975923,0.182938571,0.282215395,0.75,0.375,0.285714286
2006-12-31,spain,DM,4.003,,3493.783915,158.18,11.49,13.7667537,0.282215395,0.691,0.208635266,0.133256195,0.090046466,,,
2007-06-30,spain,DM,4.64,,3808.38681,166.19,11.5,14.45130435,0.090046466,0.575,0.141451415,0.111046736,0.137152003,,,
2007-12-31,spain,DM,4.43,4,4330.714688,172.15,13.31,12.9338843,0.137152003,0.427,0.106669998,0.082687839,-0.136680504,,,
2008-06-30,spain,DM,4.901,4,3738.790421,135.53,14.72,9.207201087,-0.136680504,0.261,0.05625,0.050679612,-0.311913144,,,
2008-12-31,spain,DM,3.811,2.5,2572.612546,103.27,13.93,7.413496052,-0.311913144,-0.619,-0.13972912,-0.121814425,0.113104179,-1.5,-0.375,-0.545454545
2009-06-30,spain,DM,4.131,1,2863.585775,110.85,11.62,9.539586919,0.113104179,-0.77,-0.157110794,-0.153600638,0.289042507,-3,-0.75,-1.142857143
2009-12-31,spain,DM,3.978,1,3691.283787,136.53,11.1,12.3,0.289042507,0.167,0.04382052,0.033689732,-0.329001168,-1.5,-0.6,-0.6
2010-06-30,spain,DM,4.561,1,2476.847111,104.92,11.15,9.409865471,-0.329001168,0.43,0.104091019,0.087737196,0.163173013,0,0,0
2010-12-31,spain,DM,5.453,1,2881.001716,108.95,12.19,8.937653815,0.163173013,1.475,0.370789341,0.297559007,0.154967907,0,0,0
2011-06-30,spain,DM,5.446,1.25,3327.464522,113.57,13.01,8.729438893,0.154967907,0.885,0.194036396,0.176540993,-0.240481088,0.25,0.25,0.111111111
2011-12-31,spain,DM,5.088,,2527.272233,93.56,10.37,9.022179364,-0.240481088,-0.365,-0.066935632,-0.072270072,-0.154172466,,,
2012-06-30,spain,DM,6.329,,2137.636441,77.86,6.79,11.46686303,-0.154172466,0.883,0.162137349,0.173545597,0.217777647,,,
2012-12-31,spain,DM,5.265,0.75,2603.165875,89.11,4.36,20.43807339,0.217777647,0.177,0.034787736,0.034577066,-0.061780047,,,
2013-06-30,spain,DM,4.767,,2442.342164,83.26,1.87,44.52406417,-0.061780047,-1.562,-0.246800442,-0.306996855,0.399638087,,,
2013-12-31,spain,DM,4.151,0.25,3418.395113,108.86,7.14,15.2464986,0.399638087,-1.114,-0.211585945,-0.220572221,0.122919214,-0.5,-0.666666667,-0.25
2014-06-30,spain,DM,2.661,0.15,3838.581552,122.09,6.19,19.72374798,0.122919214,-2.106,-0.441787288,-0.42010772,-0.150877623,,,
2014-12-31,spain,DM,1.611,0.05,3259.42549,116.79,6.61,17.66868381,-0.150877623,-2.54,-0.611900747,-0.512406698,-0.026071977,-0.2,-0.8,-0.1
2015-06-30,spain,DM,2.301,0.05,3174.445822,122.84,6.85,17.93284672,-0.026071977,-0.36,-0.135287486,-0.073454397,-0.133862984,-0.1,-0.666666667,-0.05
2015-12-31,spain,DM,1.771,0.05,2749.505033,108.4,5.6,19.35714286,-0.133862984,0.16,0.099317194,0.033098883,-0.114467951,0,0,0
2016-06-30,spain,DM,1.163,0,2434.774826,92.42,5.05,18.3009901,-0.114467951,-1.138,-0.494567579,-0.238724565,0.117726783,-0.05,-1,-0.025
2016-12-31,spain,DM,1.384,,2721.413034,107.93,6.41,16.83775351,0.117726783,-0.387,-0.21852061,-0.08119165,0.238142236,,,
2017-06-30,spain,DM,1.539,0,3369.496419,122.11,7.44,16.41263441,0.238142236,0.376,0.323301806,0.078892153,,0,,0
1990-12-31,sweden,DM,12.27,,,,,,,,,,,,,
1991-06-30,sweden,DM,10.72,,,,,,,,,,,,,
1991-12-31,sweden,DM,9.928,,,,,,,-2.342,-0.190872046,-0.218470149,,,,
1992-06-30,sweden,DM,9.588,,,,,,,-1.132,-0.105597015,-0.109647423,,,,
1992-12-31,sweden,DM,9.89,,,,,,,-0.038,-0.003827558,-0.003827558,,,,
1993-06-30,sweden,DM,8.454,,,,,,,-1.134,-0.118272841,-0.114441417,,,,
1993-12-31,sweden,DM,7.008,,,,,,,-2.882,-0.29140546,-0.29140546,,,,
1994-06-30,sweden,DM,10.16,6.92,,,,,,1.706,0.201797965,0.172166717,,,,
1994-12-31,sweden,DM,10.92,,,,,,,3.912,0.558219178,0.394037067,,,,
1995-06-30,sweden,DM,11.01,8.66,,2218.28,165.58,13.39702863,,0.85,0.083661417,0.084627638,,1.74,0.251445087,0.223363286
1995-12-31,sweden,DM,8.447,,,2300.42,162.76,14.13381666,,-2.473,-0.226465201,-0.249093473,,,,
1996-06-30,sweden,DM,8.397,,,2623.99,210.32,12.47617916,,-2.613,-0.2373297,-0.263699667,,,,
1996-12-31,sweden,DM,6.853,4.1,,3208.55,227,14.1345815,,-1.594,-0.188706049,-0.161172902,,,,
1997-06-30,sweden,DM,6.642,4.1,,4138.71,232.91,17.76956764,,-1.755,-0.209003215,-0.180203306,,,,
1997-12-31,sweden,DM,5.98,4.35,5281.999,4161.73,219.87,18.92813936,,-0.873,-0.127389464,-0.091051314,0.290706038,0.25,0.06097561,0.057471264
1998-06-30,sweden,DM,4.984,4.1,6817.508,5368.69,209.72,25.59932291,0.290706038,-1.658,-0.249623607,-0.183793371,-0.117062422,0,0,0
1998-12-31,sweden,DM,4.184,3.4,6019.434,4788.06,199.46,24.00511381,-0.117062422,-1.796,-0.300334448,-0.212443814,0.194642719,-0.95,-0.218390805,-0.231707317
1999-06-30,sweden,DM,5.049,2.9,7191.073,5963.56,326.52,18.26399608,0.194642719,0.065,0.013041734,0.007691853,0.504577272,-1.2,-0.292682927,-0.292682927
1999-12-31,sweden,DM,5.72,3.25,10819.525,8970.48,362.42,24.75161415,0.504577272,1.536,0.367112811,0.181839706,0.095694404,-0.15,-0.044117647,-0.036585366
2000-06-30,sweden,DM,5.276,3.75,11854.893,10053.31,399.33,25.17544387,0.095694404,0.227,0.044959398,0.026953218,-0.281606338,0.85,0.293103448,0.207317073
2000-12-31,sweden,DM,4.752,,8516.48,7734.12,389.65,19.84889003,-0.281606338,-0.968,-0.169230769,-0.115279266,-0.280613,,,
2001-06-30,sweden,DM,5.47,,6126.645,6333.47,328.68,19.26941098,-0.280613,0.194,0.036770281,0.025186628,0.012263645,,,
2001-12-31,sweden,DM,5.352,3.75,6201.78,6178.12,164.79,37.49086716,0.012263645,0.6,0.126262626,0.085616438,-0.169099033,,,
2002-06-30,sweden,DM,5.451,,5153.065,4434.2,97.28,45.58182566,-0.169099033,-0.019,-0.003473492,-0.002741505,-0.163420605,,,
2002-12-31,sweden,DM,4.703,3.75,4310.948,3516.97,94.32,37.28763783,-0.163420605,-0.649,-0.121263079,-0.09470305,0.210678391,0,0,0
2003-06-30,sweden,DM,4.278,3,5219.17159,3826.86,71.24,53.71785514,0.210678391,-1.173,-0.215189873,-0.173842164,0.358986057,,,
2003-12-31,sweden,DM,4.775,2.75,7092.781422,4674.63,148.17,31.54909901,0.358986057,0.072,0.015309377,0.010840108,0.119021936,-1,-0.266666667,-0.266666667
2004-06-30,sweden,DM,4.659,2,7936.977995,5384.57,296.27,18.17453674,0.119021936,0.381,0.089060309,0.060370781,0.217810783,-1,-0.333333333,-0.266666667
2004-12-31,sweden,DM,4.006,2,9665.737388,5784.78,346.14,16.71225516,0.217810783,-0.769,-0.16104712,-0.128595318,-0.029331307,-0.75,-0.272727273,-0.2
2005-06-30,sweden,DM,2.989,1.5,9382.228678,6466.68,432.11,14.96535604,-0.029331307,-1.67,-0.358446018,-0.285470085,0.136389222,-0.5,-0.25,-0.133333333
2005-12-31,sweden,DM,3.295,,10661.86355,7488.94,439.54,17.03813077,0.136389222,-0.711,-0.177483774,-0.124300699,0.119134681,,,
2006-06-30,sweden,DM,4.03,2.25,11932.06127,7433.57,548.31,13.55723952,0.119134681,1.041,0.348277016,0.186058981,0.281218379,0.75,0.5,0.20979021
2006-12-31,sweden,DM,3.785,,15287.5762,9046.52,581.69,15.55213258,0.281218379,0.49,0.148710167,0.089579525,0.126325062,,,
2007-06-30,sweden,DM,4.481,,17218.78022,10009.97,643.17,15.56349021,0.126325062,0.451,0.11191067,0.082593169,-0.106666518,,,
2007-12-31,sweden,DM,4.345,4,15382.11288,8428.22,680.04,12.39371213,-0.106666518,0.56,0.147952444,0.102733443,-0.133260101,,,
2008-06-30,sweden,DM,4.518,4.25,13332.29097,6584.78,503.64,13.07437852,-0.133260101,0.037,0.008257085,0.006849949,-0.421496519,,,
2008-12-31,sweden,DM,2.413,2,7712.776744,5007.84,508.67,9.844968251,-0.421496519,-1.932,-0.444649022,-0.360986547,0.263296411,-2,-0.5,-0.533333333
2009-06-30,sweden,DM,3.465,0.5,9743.523183,6049.24,441.66,13.69659919,0.263296411,-1.053,-0.233067729,-0.198155815,0.299486623,-3.75,-0.882352941,-1.048951049
2009-12-31,sweden,DM,3.292,0.25,12661.57803,7242.02,365.57,19.81021419,0.299486623,0.879,0.364276834,0.166603487,-0.001638623,-1.75,-0.875,-0.514705882
2010-06-30,sweden,DM,2.666,0.25,12640.83049,7734.11,474.39,16.30327368,-0.001638623,-0.799,-0.230591631,-0.154769976,0.339720213,-0.25,-0.5,-0.07518797
2010-12-31,sweden,DM,3.274,1.25,16935.17612,8951.31,551.53,16.22996029,0.339720213,-0.018,-0.005467801,-0.003565062,0.052609579,1,4,0.307692308
2011-06-30,sweden,DM,2.9,1.75,17826.1286,8657.45,665,13.0187218,0.052609579,0.234,0.087771943,0.046646068,-0.201805999,1.5,6,0.48
2011-12-31,sweden,DM,1.622,,14228.70892,7502.59,572.47,13.10564746,-0.201805999,-1.652,-0.504581552,-0.331460674,0.049608472,,,
2012-06-30,sweden,DM,1.599,,14934.57343,7722.41,580.42,13.30486544,0.049608472,-1.301,-0.44862069,-0.266625679,0.162050557,,,
2012-12-31,sweden,DM,1.539,1,17354.72938,8452.39,608.85,13.88254907,0.162050557,-0.083,-0.051171393,-0.017382199,0.027591699,,,
2013-06-30,sweden,DM,2.21,,17833.57585,8789.77,551.52,15.93735495,0.027591699,0.611,0.382113821,0.128267031,0.211604242,,,
2013-12-31,sweden,DM,2.504,0.75,21607.23615,10131.98,628.16,16.12961666,0.211604242,0.965,0.627030539,0.203072391,0.016500589,-0.25,-0.25,-0.084745763
2014-06-30,sweden,DM,1.848,0.75,21963.76828,10456.44,652.48,16.02568661,0.016500589,-0.362,-0.163800905,-0.076573242,-0.090483985,,,
2014-12-31,sweden,DM,0.926,0,19976.39899,11134.1,729.21,15.26871546,-0.090483985,-1.578,-0.630191693,-0.335530512,0.020838736,-0.75,-1,-0.265486726
2015-06-30,sweden,DM,0.987,-0.25,20392.68189,11790.04,766.07,15.3902907,0.020838736,-0.861,-0.465909091,-0.183935057,-0.069558469,-1,-1.333333333,-0.363636364
2015-12-31,sweden,DM,1.004,-0.35,18974.19817,11136.65,607.36,18.33615977,-0.069558469,0.078,0.084233261,0.01674179,-0.055874965,-0.35,#N/A,-0.14
2016-06-30,sweden,DM,0.258,-0.5,17914.01551,10276.33,451.16,22.77757337,-0.055874965,-0.729,-0.738601824,-0.158875449,0.065740768,-0.25,1,-0.111111111
2016-12-31,sweden,DM,0.556,,19091.69665,11717.21,658.06,17.80568641,0.065740768,-0.448,-0.446215139,-0.09915892,0.188600061,,,
2017-06-30,sweden,DM,0.659,-0.5,22692.39179,12659.38,811.85,15.59324998,0.188600061,0.401,1.554263566,0.089121013,,0,0,0
1994-06-30,switzerland,DM,5.285,,,,,,,,,,,,,
1994-12-31,switzerland,DM,5.236,,,,,,,,,,,,,
1995-06-30,switzerland,DM,4.741,,,358.39,26.93,13.30820646,,-0.544,-0.102932829,-0.103896104,,,,
1995-12-31,switzerland,DM,3.857,,,417.79,27.81,15.0230133,,-1.379,-0.263368984,-0.276435802,,,,
1996-06-30,switzerland,DM,4.37,,,470.39,28.44,16.53973277,,-0.371,-0.078253533,-0.078253533,,,,
1996-12-31,switzerland,DM,3.863,,,493.57,10.79,45.74328082,,0.006,0.001555613,0.001317089,,,,
1997-06-30,switzerland,DM,3.341,,,700.9,10.89,64.36179982,,-1.029,-0.235469108,-0.235469108,,,,
1997-12-31,switzerland,DM,3.283,,3583.87,767.5,18.94,40.52270327,,-0.58,-0.150142376,-0.140896393,0.204863179,,,
1998-06-30,switzerland,DM,3.144,,4318.073,958.21,19.03,50.35260116,0.204863179,-0.197,-0.058964382,-0.050996635,0.025284658,,,
1998-12-31,switzerland,DM,2.356,,4427.254,885.88,34.36,25.78230501,0.025284658,-0.927,-0.282363692,-0.24015544,-0.129890221,,,
1999-06-30,switzerland,DM,2.862,,3852.197,868.76,34.26,25.35785172,-0.129890221,-0.282,-0.089694656,-0.073113819,0.068608641,,,
1999-12-31,switzerland,DM,3.503,,4116.491,951.78,34.71,27.42091616,0.068608641,1.147,0.486842105,0.311684783,-0.004850005,,,
2000-06-30,switzerland,DM,3.999,3.5,4096.526,957.82,48.41,19.78558149,-0.004850005,1.137,0.397274633,0.294788696,0.063663699,,,
2000-12-31,switzerland,DM,3.463,,4357.326,1010.57,49.19,20.5442163,0.063663699,-0.04,-0.011418784,-0.010869565,-0.200213158,,,
2001-06-30,switzerland,DM,3.358,,3484.932,889.94,52.7,16.88690702,-0.200213158,-0.641,-0.160290073,-0.182986012,-0.01698168,,,
2001-12-31,switzerland,DM,3.478,1.75,3425.752,808.23,49.57,16.30482146,-0.01698168,0.015,0.004331504,0.004297379,0.058187224,,,
2002-06-30,switzerland,DM,3.212,,3625.087,761.36,23.94,31.80284043,0.058187224,-0.146,-0.043478261,-0.041978148,-0.152374274,,,
2002-12-31,switzerland,DM,2.205,0.75,3072.717,599.42,16.92,35.42671395,-0.152374274,-1.273,-0.366014951,-0.366805936,0.073683179,-1,-0.571428571,-0.571428571
2003-06-30,switzerland,DM,2.432,0.25,3299.124556,622.67,18.42,33.80401737,0.073683179,-0.78,-0.242839352,-0.225238233,0.248790291,,,
2003-12-31,switzerland,DM,2.717,0.25,4119.914714,709.77,35.17,20.18112027,0.248790291,0.512,0.232199546,0.150124615,0.027465213,-0.5,-0.666666667,-0.666666667
2004-06-30,switzerland,DM,2.878,0.5,4233.069051,731.12,40.85,17.89767442,0.027465213,0.446,0.183388158,0.132817153,0.118853158,0.25,1,0.4
2004-12-31,switzerland,DM,2.314,0.75,4736.182675,742.41,48.44,15.32638315,0.118853158,-0.403,-0.148325359,-0.120316465,-0.012912211,0.5,2,0.666666667
2005-06-30,switzerland,DM,1.961,0.75,4675.028084,815.43,53.13,15.34782609,-0.012912211,-0.917,-0.318624044,-0.274468722,0.178550567,0.25,0.5,0.333333333
2005-12-31,switzerland,DM,1.971,,5509.757,988.34,55.9,17.68050089,0.178550567,-0.343,-0.148228176,-0.103562802,0.099473761,,,
2006-06-30,switzerland,DM,2.83,1.5,6057.833253,998.88,66.65,14.98694674,0.099473761,0.869,0.443141254,0.264696924,0.15873742,0.75,1,1
2006-12-31,switzerland,DM,2.521,,7019.438077,1152.16,61.36,18.77705346,0.15873742,0.55,0.279046169,0.169361047,0.057187976,,,
2007-06-30,switzerland,DM,3.226,,7420.86553,1207.27,67.24,17.9546401,0.057187976,0.396,0.139929329,0.122752635,-0.00405102,,,
2007-12-31,switzerland,DM,3.048,2.75,7390.803458,1109.97,60.05,18.48409659,-0.00405102,0.527,0.20904403,0.16371544,-0.075755351,,,
2008-06-30,switzerland,DM,3.288,2.75,6830.910548,909.18,22.15,41.04650113,-0.075755351,0.062,0.019218847,0.019218847,-0.247911333,,,
2008-12-31,switzerland,DM,2.095,0.5,5137.450409,714.07,12.04,59.30813953,-0.247911333,-0.953,-0.312664042,-0.296054675,-0.015976534,-2.25,-0.818181818,-3
2009-06-30,switzerland,DM,2.319,0.25,5055.371757,704.44,21.12,33.35416667,-0.015976534,-0.969,-0.294708029,-0.301681196,0.273456907,-2.5,-0.909090909,-3.333333333
2009-12-31,switzerland,DM,1.901,0.25,6437.798081,852.56,48.69,17.50996098,0.273456907,-0.194,-0.092601432,-0.061044682,-0.082242093,-0.25,-0.5,-0.333333333
2010-06-30,switzerland,DM,1.482,0.25,5908.340092,802.06,61.26,13.09271956,-0.082242093,-0.837,-0.360931436,-0.266221374,0.218113419,0,0,0
2010-12-31,switzerland,DM,1.716,0.25,7197.028348,844.37,57.25,14.74882096,0.218113419,-0.185,-0.097317201,-0.059754522,0.085116342,0,0,0
2011-06-30,switzerland,DM,1.732,0.25,7809.613074,808.04,52.04,15.5272867,0.085116342,0.25,0.168690958,0.082020997,-0.140870508,0,0,0
2011-12-31,switzerland,DM,0.663,,6709.46891,770.36,54.08,14.24482249,-0.140870508,-1.053,-0.613636364,-0.355383058,0.033642009,,,
2012-06-30,switzerland,DM,0.665,,6935.188925,785.75,49.78,15.78445159,0.033642009,-1.067,-0.616050808,-0.370743572,0.164330428,,,
2012-12-31,switzerland,DM,0.526,0,8074.851492,884.57,45.56,19.41549605,0.164330428,-0.137,-0.206636501,-0.047735192,0.109156473,,,
2013-06-30,switzerland,DM,1.027,,8956.2738,992.54,52.61,18.86599506,0.109156473,0.362,0.544360902,0.126484976,0.141470462,,,
2013-12-31,switzerland,DM,1.073,0,10223.32199,1064.22,60.08,17.71338216,0.141470462,0.547,1.039923954,0.192199578,0.069269469,0,,0
2014-06-30,switzerland,DM,0.658,0,10931.48608,1110.06,60.51,18.34506693,0.069269469,-0.369,-0.359298929,-0.130388693,-0.065604072,,,
2014-12-31,switzerland,DM,0.319,-0.25,10214.33607,1161.32,59.85,19.40384294,-0.065604072,-0.754,-0.702702703,-0.271858662,0.057953152,-0.25,#N/A,-1
2015-06-30,switzerland,DM,0.129,-0.75,10806.28904,1130.33,65.28,17.31510417,0.057953152,-0.529,-0.803951368,-0.194700037,-0.050657464,-0.75,#N/A,-3
2015-12-31,switzerland,DM,-0.062,-0.75,10258.86985,1148.37,47.39,24.2323275,-0.050657464,-0.381,-1.194357367,-0.145475372,-0.035858964,-0.5,2,-2
2016-06-30,switzerland,DM,-0.575,-0.75,9890.997406,1051.6,39.96,26.31631632,-0.035858964,-0.704,-5.457364341,-0.279254264,-0.013370336,0,0,0
2016-12-31,switzerland,DM,-0.187,,9758.751443,1080.31,38.72,27.90056818,-0.013370336,-0.125,2.016129032,-0.05047446,0.180485684,,,
2017-06-30,switzerland,DM,-0.023,-0.75,11520.06638,1175.85,48.97,24.01163978,0.180485684,0.552,-0.96,0.226973684,,0,0,0
2000-12-31,taiwan,EM,5.252,,100,222.17,13.36,16.62949102,,,,,-0.01055,,,
2001-06-30,taiwan,EM,3.869,,98.945,227.57,15.89,14.3215859,-0.01055,,,,0.112183536,,,
2001-12-31,taiwan,EM,3.9,2.125,110.045,255.59,3.8,67.26052632,0.112183536,-1.352,-0.257425743,-0.346666667,-0.065627698,,,
2002-06-30,taiwan,EM,3.6219,,102.823,227.3,3.28,69.29878049,-0.065627698,-0.2471,-0.063866632,-0.06361179,-0.19395466,,,
2002-12-31,taiwan,EM,2.253,1.625,82.88,189.53,5.38,35.22862454,-0.19395466,-1.647,-0.422307692,-0.425691393,0.121620596,-0.5,-0.235294118,-0.266666667
2003-06-30,taiwan,EM,1.45,1.375,92.959915,210.88,7.66,27.53002611,0.121620596,-2.1719,-0.599657638,-0.579876917,0.265236226,,,
2003-12-31,taiwan,EM,2.618,1.375,117.616252,259.11,11.85,21.86582278,0.265236226,0.365,0.162006214,0.100775836,-0.028579137,-0.25,-0.153846154,-0.166666667
2004-06-30,taiwan,EM,2.939,1.375,114.254881,248.25,19.3,12.8626943,-0.028579137,1.489,1.026896552,0.453901142,0.122009107,0,0,0
2004-12-31,taiwan,EM,2.395,1.75,128.195017,257.67,20.44,12.60616438,0.122009107,-0.223,-0.085179526,-0.075876148,0.020935634,0.375,0.272727273,0.25
2005-06-30,taiwan,EM,1.912,1.875,130.878861,260.81,15.65,16.66517572,0.020935634,-1.027,-0.349438585,-0.369623898,0.042001191,0.5,0.363636364,0.307692308
2005-12-31,taiwan,EM,1.775,,136.375929,275.81,15.49,17.80568108,0.042001191,-0.62,-0.258872651,-0.236822002,0.033823366,,,
2006-06-30,taiwan,EM,2.151,2.5,140.988622,279.49,18.45,15.14850949,0.033823366,0.239,0.125,0.095352085,0.160433535,0.625,0.333333333,0.37037037
2006-12-31,taiwan,EM,2.025,,163.607925,318.25,19.23,16.54966199,0.160433535,0.25,0.14084507,0.104384134,0.103547765,,,
2007-06-30,taiwan,EM,2.4985,,180.54916,352.15,18.84,18.69161359,0.103547765,0.3475,0.161552766,0.142025135,-0.017922393,,,
2007-12-31,taiwan,EM,2.5824,3.375,177.313287,333.98,22.6,14.77787611,-0.017922393,0.5574,0.275259259,0.223093856,-0.058560896,,,
2008-06-30,taiwan,EM,2.6934,3.625,166.929662,293.66,22.28,13.18043088,-0.058560896,0.1949,0.078006804,0.076718692,-0.431210105,,,
2008-12-31,taiwan,EM,1.408,2,94.947905,173.37,6.96,24.90948276,-0.431210105,-1.1744,-0.454770756,-0.470042025,0.353919215,-1.375,-0.407407407,-0.733333333
2009-06-30,taiwan,EM,1.6222,1.25,128.551793,234.51,0.74,316.9054054,0.353919215,-1.0712,-0.397712928,-0.437805252,0.323667045,-2.375,-0.655172414,-1.310344828
2009-12-31,taiwan,EM,1.5479,1.25,170.159772,295.94,9.27,31.92448759,0.323667045,0.1399,0.099360795,0.058413361,-0.127804638,-0.75,-0.375,-0.428571429
2010-06-30,taiwan,EM,1.4122,1.375,148.412564,259.09,18.39,14.08863513,-0.127804638,-0.21,-0.129453828,-0.090361446,0.396886654,0.125,0.1,0.074074074
2010-12-31,taiwan,EM,1.5544,1.625,207.31553,319.19,20.73,15.39749156,0.396886654,0.0065,0.004199238,0.002885042,-0.027374486,0.375,0.3,0.230769231
2011-06-30,taiwan,EM,1.5504,1.875,201.640374,304.13,17.43,17.44865175,-0.027374486,0.1382,0.097861493,0.062761126,-0.186671425,0.5,0.363636364,0.296296296
2011-12-31,taiwan,EM,1.2892,,163.999878,254.27,16.38,15.52319902,-0.186671425,-0.2652,-0.170612455,-0.123291492,0.036386832,,,
2012-06-30,taiwan,EM,1.2369,,169.967314,259.98,12.41,20.94923449,0.036386832,-0.3135,-0.202205882,-0.150143678,0.125867983,,,
2012-12-31,taiwan,EM,1.1691,1.875,191.360757,276.64,12.28,22.5276873,0.125867983,-0.1201,-0.093158548,-0.059308642,0.013813653,,,
2013-06-30,taiwan,EM,1.4187,,194.004148,289.37,13.87,20.8630137,0.013813653,0.1818,0.146980354,0.092354585,0.075711757,,,
2013-12-31,taiwan,EM,1.6922,1.875,208.692543,302.66,18.05,16.76786704,0.075711757,0.5231,0.4474382,0.273587866,0.115149433,0,0,0
2014-06-30,taiwan,EM,1.631,1.875,232.723371,337.36,17.98,18.76307008,0.115149433,0.2123,0.14964404,0.115161378,-0.019296429,,,
2014-12-31,taiwan,EM,1.6173,1.875,228.232641,343.17,22.55,15.21818182,-0.019296429,-0.0749,-0.044261908,-0.042197183,0.050103109,0,0,0
2015-06-30,taiwan,EM,1.5191,1.875,239.667806,348.99,26.18,13.33040489,0.050103109,-0.1119,-0.068608216,-0.064547762,-0.159286775,0,0,0
