"","Date","Americas","Americas","Americas","Asia-Pacific","Asia-Pacific","Asia-Pacific","Europe","Australia","Austria","Belgium","Brazil","Canada","Chile","China","Colombia","Czech Republic","Denmark","EAFE","Egypt","Emerging","Finland","France","Germany","Greece","Hong Kong","Hungary","India","Indonesia","Ireland","Israel","Italy","Japan","Korea, Republic of","Malaysia","Mexico","Netherlands","New Zealand","Norway","Peru","Philippines","Poland","Portugal","Qatar","Russian Federation","Singapore","South Africa","Spain","Sweden","Switzerland","Taiwan, Province of China","Thailand","Turkey","United Arab Emirates","United Kingdom","United States","Developed"
"349",1998-12-31,NA,NA,NA,NA,NA,NA,NA,736.16,1697.13,6849.75,NA,1165.66,NA,NA,NA,NA,3900.33,2631.45,NA,NA,506.9,2737.28,2684.46,NA,12785.98,NA,NA,NA,536.64,NA,789.15,3239.05,NA,NA,NA,6675.04,119.98,1796.43,NA,NA,NA,208.08,NA,NA,2629.26,NA,1655.74,6019.43,4427.25,NA,NA,NA,NA,3259.29,2563.07,2293.35
"350",1999-01-29,NA,NA,NA,NA,NA,NA,NA,780.5,1595.66,6632.02,NA,1262.23,NA,NA,NA,NA,3762.52,2623.68,NA,NA,559.35,2816.74,2728.88,NA,11935.02,NA,NA,NA,545.68,NA,747.85,3262.55,NA,NA,NA,6173.81,131.85,1982.63,NA,NA,NA,216.34,NA,NA,2640.59,NA,1627.63,6375.02,4323.47,NA,NA,NA,NA,3225.6,2673.05,2343.24
"351",1999-02-26,NA,NA,NA,NA,NA,NA,NA,760.69,1684.17,6332.11,NA,1190.26,NA,NA,NA,NA,3438.44,2561.15,NA,NA,527.63,2632.17,2503.6,NA,12053.91,NA,NA,NA,544.5,NA,736.89,3190.95,NA,NA,NA,6131.41,132.01,1801.45,NA,NA,NA,201.67,NA,NA,2608.42,NA,1596.51,6221.16,4182.67,NA,NA,NA,NA,3297.2,2597.62,2280.57
"352",1999-03-31,NA,NA,NA,NA,NA,NA,NA,792.63,1679.16,5971.84,NA,1239.26,NA,NA,NA,NA,3379.48,2668.06,NA,NA,598.07,2680.93,2435.74,NA,13635.32,NA,NA,NA,535.28,NA,765.39,3633.55,NA,NA,NA,6194.68,129,1978.34,NA,NA,NA,188.06,NA,NA,2898.4,NA,1537.39,6343.67,4135.96,NA,NA,NA,NA,3400.02,2704.85,2375.19
"353",1999-04-30,NA,NA,NA,NA,NA,NA,NA,873.78,1750.62,5778.8,NA,1365.26,NA,NA,NA,NA,3624.76,2776.17,NA,NA,593.9,2751.19,2593.87,NA,16676.44,NA,NA,NA,550.03,NA,742.38,3785.24,NA,NA,NA,6589.66,149.42,2136.45,NA,NA,NA,176.4,NA,NA,3587.35,NA,1544.64,6703.06,4124.99,NA,NA,NA,NA,3531.58,2801.9,2468.49
"354",1999-05-31,NA,NA,NA,NA,NA,NA,NA,801.94,1531.64,5457.63,NA,1327.66,NA,NA,NA,NA,3523.68,2633.2,NA,NA,562.04,2687.21,2436.15,NA,15340.84,NA,NA,NA,486.85,NA,702.52,3571.92,NA,NA,NA,6212.64,124.52,2017.5,NA,NA,NA,180.18,NA,NA,3641.31,NA,1539.13,6559.76,3916.45,NA,NA,NA,NA,3336.04,2735.9,2377.96
"355",1999-06-30,NA,NA,NA,NA,NA,NA,NA,841.81,1600.01,5522,NA,1382.93,NA,NA,NA,NA,3562.94,2735.86,NA,NA,651.59,2768.11,2571.53,NA,16808.18,NA,NA,NA,475.72,NA,686.4,3910.03,NA,NA,NA,6230.84,128.59,1982.63,NA,NA,NA,170.5,NA,NA,4216.94,NA,1546.71,7191.07,3852.2,NA,NA,NA,NA,3344.8,2882.25,2488.54
"356",1999-07-30,NA,NA,NA,NA,NA,NA,NA,841.14,1609.23,5581.28,NA,1392.88,NA,NA,NA,NA,3812.6,2817.18,NA,NA,662.33,2782.94,2530.37,NA,16267.44,NA,NA,NA,495.35,NA,664.29,4300.42,NA,NA,NA,6431.48,133.7,2068.05,NA,NA,NA,174.56,NA,NA,4275.03,NA,1478.99,7480.56,4003.96,NA,NA,NA,NA,3395.51,2788.01,2480.74
"357",1999-08-31,NA,NA,NA,NA,NA,NA,NA,793.75,1611.54,5863.49,NA,1370.29,NA,NA,NA,NA,3824.34,2827.47,NA,NA,639.18,2884.12,2574.2,NA,16416.5,NA,NA,NA,487.62,NA,678.97,4270.38,NA,NA,NA,6580.88,128.56,2150.99,NA,NA,NA,169.78,NA,NA,4261.58,NA,1515.77,7446.26,3999.28,NA,NA,NA,NA,3382.37,2769.57,2475.99
"358",1999-09-30,NA,NA,NA,NA,NA,NA,NA,796.89,1526.55,5686.04,NA,1409.83,NA,NA,NA,NA,3940.65,2855.93,NA,NA,676.75,2913.8,2539.53,NA,15760.29,NA,NA,NA,467.11,NA,692.77,4529.5,NA,NA,NA,6342.1,119.29,2197.64,NA,NA,NA,166.97,NA,NA,4191.16,NA,1494.1,7398.35,3989.74,NA,NA,NA,NA,3327.78,2686.54,2451.64
"359",1999-10-29,NA,NA,NA,NA,NA,NA,NA,778.36,1507.92,5661.22,NA,1504.62,NA,NA,NA,NA,3991.81,2962.9,NA,NA,811.08,3074.44,2677.01,NA,16585.77,NA,NA,NA,455.09,NA,671.4,4723.68,NA,NA,NA,6560.46,121.41,2090.71,NA,NA,NA,170.2,NA,NA,4409.57,NA,1511.42,8247.34,4062.39,NA,NA,NA,NA,3425.03,2861.44,2578.74
"360",1999-11-30,NA,NA,NA,NA,NA,NA,NA,819.61,1440.4,5495.39,NA,1565.2,NA,NA,NA,NA,4128.61,3065.84,NA,NA,981.31,3175.96,2751.35,NA,18739.11,NA,NA,NA,460.69,NA,687.35,4926.22,NA,NA,NA,6518.83,124.78,2142.82,NA,NA,NA,171.84,NA,NA,4680.23,NA,1641.58,9132.4,4031.17,NA,NA,NA,NA,3467.3,2921.99,2650.96
"361",1999-12-31,NA,NA,NA,NA,NA,NA,NA,865.84,1542.46,5873.04,NA,1792.06,NA,NA,NA,NA,4370.85,3341,NA,NA,1280.4,3538.41,3222.54,NA,20396.63,NA,NA,NA,468.85,NA,787.07,5231.94,NA,NA,NA,7134.59,135.45,2365.82,NA,NA,NA,189.61,NA,NA,5242.75,NA,1735.79,10819.52,4116.49,NA,NA,NA,NA,3665.08,3124.95,2865.2
"362",2000-01-31,NA,NA,NA,NA,NA,NA,NA,834.65,1407.18,4776.57,NA,1797.53,NA,NA,NA,NA,4135.58,3128.72,NA,NA,1281.28,3304.31,3110.47,NA,18847.3,NA,NA,NA,442.93,NA,746.66,5005.34,NA,NA,NA,6282.91,119.09,2176.72,NA,NA,NA,187.59,NA,NA,4545.24,NA,1600.91,10898.7,3664.19,NA,NA,NA,NA,3329.43,2956.77,2700.79
"363",2000-02-29,NA,NA,NA,NA,NA,NA,NA,814.98,1341.71,4571.9,NA,1904.76,NA,NA,NA,NA,4286.78,3212.95,NA,NA,1391.01,3600.53,3435.36,NA,19955.18,NA,NA,NA,431.44,NA,837.97,4875.58,NA,NA,NA,6683.96,113.94,2179.63,NA,NA,NA,209.22,NA,NA,4136.64,NA,1760.83,13392.32,3582.63,NA,NA,NA,NA,3224.31,2885.67,2707.75
"364",2000-03-31,NA,NA,NA,NA,NA,NA,NA,807.88,1375.56,4581.16,NA,2074.9,NA,NA,NA,NA,4682.38,3337.49,NA,NA,1428.89,3639.92,3380.14,NA,20492.01,NA,NA,NA,460.22,NA,785.23,5277.64,NA,NA,NA,6879.83,118.38,2197.13,NA,NA,NA,193.33,NA,NA,4142.35,NA,1757.64,12735.46,3872.19,NA,NA,NA,NA,3461.91,3172.92,2894.57
"365",2000-04-28,NA,NA,NA,NA,NA,NA,NA,786.11,1303.67,4452.51,NA,1998.68,NA,NA,NA,NA,4255.23,3161.86,NA,NA,1470.53,3520.12,3087.55,NA,18574.13,NA,NA,NA,418.53,NA,733.92,4880.78,NA,NA,NA,6650.22,117.31,2067.45,NA,NA,NA,176.59,NA,NA,4392.02,NA,1630.72,12605.53,3739.41,NA,NA,NA,NA,3317.51,3069.47,2771.85
"366",2000-05-31,NA,NA,NA,NA,NA,NA,NA,758.19,1349.74,4620.07,NA,1961.07,NA,NA,NA,NA,4543.14,3084.64,NA,NA,1336.64,3614.87,2991.53,NA,16454.55,NA,NA,NA,396.13,NA,766.05,4632.35,NA,NA,NA,6829.21,106.61,2152.62,NA,NA,NA,175.6,NA,NA,3571.76,NA,1582.1,12049.29,3944.87,NA,NA,NA,NA,3205.5,2987.49,2701.34
"367",2000-06-30,NA,NA,NA,NA,NA,NA,NA,867.73,1395.44,4931.15,NA,2207.36,NA,NA,NA,NA,4537.08,3205.27,NA,NA,1310.62,3751.73,2982.77,NA,17734.49,NA,NA,NA,385.42,NA,818.05,4950.82,NA,NA,NA,7208.25,112.9,2330.74,NA,NA,NA,185.89,NA,NA,4054.4,NA,1625.9,11854.89,4096.53,NA,NA,NA,NA,3235.38,3058.36,2791.97
"368",2000-07-31,NA,NA,NA,NA,NA,NA,NA,814.94,1394.98,4988.37,NA,2274.24,NA,NA,NA,NA,4632.2,3070.89,NA,NA,1148.25,3690.87,2971.5,NA,18938.76,NA,NA,NA,361.79,NA,783.69,4380.68,NA,NA,NA,6895.06,110.07,2306.4,NA,NA,NA,181.9,NA,NA,4056.53,NA,1583.2,11435.1,4109.59,NA,NA,NA,NA,3257.34,3002.86,2713.04
"369",2000-08-31,NA,NA,NA,NA,NA,NA,NA,823.54,1356.11,4904.18,NA,2473.99,NA,NA,NA,NA,4901.03,3097.55,NA,NA,1119.05,3601.24,2834.84,NA,19110.58,NA,NA,NA,364.01,NA,773.42,4664.3,NA,NA,NA,6884.07,102.11,2444.71,NA,NA,NA,175.5,NA,NA,4195.82,NA,1552.06,11296.97,4017.07,NA,NA,NA,NA,3291.93,3158.18,2800.95
"370",2000-09-29,NA,NA,NA,NA,NA,NA,NA,787.31,1362.82,4705.05,NA,2224.03,NA,NA,NA,NA,4807.69,2946.72,NA,NA,1021.48,3371.97,2686.67,NA,17548.01,NA,NA,NA,391.43,NA,728.42,4432.54,NA,NA,NA,6618.59,91.86,2394.41,NA,NA,NA,172.95,NA,NA,3840.45,NA,1567.58,9822.18,3795.84,NA,NA,NA,NA,3201.77,2985.6,2651.69
"371",2000-10-31,NA,NA,NA,NA,NA,NA,NA,736.61,1288.59,4636.62,NA,2029.57,NA,NA,NA,NA,4587.57,2877.12,NA,NA,1016.18,3291.5,2706.15,NA,16373.12,NA,NA,NA,392.63,NA,745.67,4175.49,NA,NA,NA,6564.58,84.91,2330.36,NA,NA,NA,156.26,NA,NA,3837.39,NA,1452.4,9160.98,3828.7,NA,NA,NA,NA,3224.44,2963.54,2606.94
"372",2000-11-30,NA,NA,NA,NA,NA,NA,NA,752.99,1239.5,4478.56,NA,1847.54,NA,NA,NA,NA,4360.6,2769.22,NA,NA,1029.51,3138.7,2507.26,NA,15799.23,NA,NA,NA,382.46,NA,760.12,4002.01,NA,NA,NA,6510.29,90.1,2245.78,NA,NA,NA,157.37,NA,NA,3766.54,NA,1346.99,8260.48,3989.12,NA,NA,NA,NA,3034.82,2728.68,2448.33
"373",2000-12-29,100,100,100,100,100,100,100,779.66,1358.03,4883.65,100,1887.7,100,100,100,100,4521.36,2867.65,100,100,1098.46,3385.98,2720.19,100,17389.81,100,100,100,409.15,100,776.61,3758.62,100,100,100,6842.98,90.01,2344.82,100,100,100,170.09,NA,NA,3789.33,100,1460.48,8516.48,4357.33,100,100,100,NA,3242.41,2723.62,2487.61
"374",2001-01-31,106.62,101.93,103.94,105,100.72,102.69,100.15,811.16,1398.17,4759.3,113.28,1979.89,108.59,114.5,115.88,106.61,5051.8,2866.17,103.27,113.76,911.37,3392.68,2821.69,95.82,17896.76,105.51,108.79,110.3,415.49,99.49,790.17,3713.91,127.5,107.95,115.08,6796.75,98.66,2386.27,111.84,118.72,98.78,180.78,NA,NA,3800.73,105.97,1598.88,9178.74,4265.06,129.24,130.88,115.36,NA,3189.01,2822.46,2535.52
"375",2001-02-28,90.54,96.93,94.3,96.47,99.29,97.99,91.2,774.12,1489.01,4764.9,101.63,1664.19,100.31,104.05,119.02,95.92,4594.94,2651.3,91.2,104.84,621.91,3012.58,2592.28,90.97,17487.91,86.53,104.83,109.02,411.77,85.08,710.81,3546.86,118.35,105.46,107.22,6355.19,92.72,2347.04,112.28,112.64,87.05,169.72,NA,NA,3711.96,106.4,1508.31,7685.01,3983.39,119.88,126.02,67.78,NA,2977.99,2569.24,2320.95
"376",2001-03-30,82.28,93.08,88.16,92.12,92.19,92.3,84.4,691.96,1417.84,4335.67,90.1,1511.67,97.48,87.17,104.22,87.33,4156.64,2474.57,83.44,94.5,634.98,2803.03,2320.87,86.06,15645.68,76.54,86.35,88.67,380.4,69.03,666.05,3441.57,102.01,96.21,103.77,5780.71,93.11,2161.42,112.03,98.71,81,154.26,NA,NA,3086.16,92,1424.31,5970.8,3591.3,118.03,104.63,55.53,NA,2843.55,2404.76,2168.12
"377",2001-04-30,89.79,99.02,94.95,96.12,98.43,97.39,90.5,773.39,1450.97,4298.6,94.72,1619.37,102.68,96.02,106.7,86.64,4260.28,2646.53,87.63,99.16,844.55,3055.05,2480.93,93.77,15640.88,80.78,84.39,74.25,396.4,78.43,701.98,3675.39,116.29,86.41,113.69,6187.28,102.47,2323.52,102.86,95,85.02,154.71,NA,NA,3122.16,102.8,1494.13,6858.92,3679.48,109.69,107.4,80.42,NA,3021.96,2591.42,2327.94
"378",2001-05-31,89.61,100.5,95.59,95.78,98.42,97.2,86.12,777.78,1360.75,4099.52,89.81,1649.14,111,98.64,133.27,90.25,4256.79,2553.12,93.56,100.3,748.87,2857.17,2323.09,83.24,15463.86,83.34,87.73,91.3,409.21,74.7,641.45,3666.58,125.09,84.45,123.13,5945.49,92.68,2303.75,110.56,96.84,86.73,139.59,NA,NA,2992.54,108.75,1393.44,6481.73,3634.05,102.13,108.36,70.59,NA,2921.43,2605.84,2297.6
"379",2001-06-29,87.5,98.18,93.36,90.7,95.13,92.98,82.85,802.5,1328.96,4213.17,88.49,1585.89,103.68,101.89,138.29,86.7,4183.09,2448.71,85.83,98.21,605.83,2749.61,2309.1,73.29,14637.04,80.52,83.14,96.32,420.88,74.14,614.39,3448.19,118.03,87.64,125.02,5805.06,94.53,2223.44,118.55,95.98,74.88,129.87,NA,NA,3042.66,104.84,1294.72,6126.65,3484.93,98.94,110.81,66.45,NA,2821.85,2545.7,2225.29
"380",2001-07-31,86.72,96.96,92.36,85.16,88.88,87.09,82.94,761.1,1425.3,4490.31,82.17,1578.55,98.94,88.09,134.31,81.38,4326.64,2404.16,76.46,91.96,592.13,2762.95,2319.24,73.56,14605.57,78.91,80.33,116.99,411.38,74.19,627.53,3191.27,109.59,98.92,120.87,5755.2,97.82,2202.05,115.02,91.76,66.39,134.68,NA,NA,3005.36,92.47,1289.6,6180.58,3451.32,88.53,99.41,56.27,NA,2824.64,2521.2,2195.55
"381",2001-08-31,80.3,91.36,86.3,81.21,89.57,85.36,80.81,765.14,1432.23,4579.8,75.16,1492.5,102.54,69.02,137.28,79.58,4089.81,2343.23,77.66,91.04,458.83,2668.48,2153.95,77.81,13600.92,76.22,79.14,122.43,402.58,66.19,621.1,3111.43,113.21,103.94,117.73,5724.42,101.17,2170.14,121.58,87.4,63.3,130.06,NA,NA,3035.7,96.88,1311.89,5831.44,3444.69,91.77,119.07,54.03,NA,2797.86,2352.66,2089.84
"382",2001-09-28,74.2,83.81,79.44,71.9,79.67,75.76,72.68,668.98,1297.26,4142.16,62.62,1353.13,85.05,66.67,124.03,72.62,3731.15,2105.89,69.72,76.93,455.77,2356.57,1804.04,62.65,11501.02,74.9,68.11,98.46,353.65,53.86,535.53,2820.74,94.82,93.02,99.36,4961.06,84.19,1848.34,118.73,80.25,56.99,129.65,NA,NA,2415.37,82.16,1162.55,4890.56,3285.7,71.87,97.51,37.13,NA,2613.79,2172.11,1905.41
"383",2001-10-31,77.49,82.7,80.58,74.69,79.72,77.23,75.1,727.93,1208.2,4004.01,66.09,1354.66,85.54,68.37,115.92,84.97,3805.96,2159.83,67.83,81.7,571.22,2474.72,1883.37,69,11900.49,83.86,72.66,89,360.5,58.58,552.61,2814.93,109.69,90.39,105.62,4977.38,90.3,1873.68,112.83,70.18,71.41,134.18,NA,NA,2436.63,83.77,1215.28,5263,3286.41,79.47,93.58,44.92,NA,2664.24,2203.21,1941.8
"384",2001-11-30,84.84,87.59,86.77,80.5,81.07,80.9,78.19,783.82,1267.83,4133.45,72.71,1478.9,93.64,75.04,132.5,89.67,3847.79,2239.45,62.61,90.23,628.21,2547.67,2048.69,73.11,13466.65,88.82,80.09,85.69,378.26,65.15,562.83,2845.47,137.46,96.09,109.3,5198.47,99.39,1964.12,114.08,77.67,73.02,132.91,NA,NA,2622.2,86.01,1296.42,6033.32,3357.97,90.36,107.22,55.5,NA,2722.31,2371.9,2056.38
"385",2001-12-31,85.38,88.45,87.47,79.17,78.74,79.07,80.25,792.74,1281.31,4351.74,83.01,1502,96.37,75.29,145.14,97.67,3851.96,2252.75,58.7,97.39,679.07,2628.77,2111.26,70.39,14152.9,90.58,80.2,91.03,397.71,68.57,570.11,2653.44,148.01,104.56,118.41,5330.67,97.59,2058.2,119.92,80.58,72.34,132.75,NA,NA,2901.93,82.79,1294.55,6201.78,3425.75,110.04,105.01,67.16,NA,2786.92,2386.12,2069.1
"386",2002-01-31,83.89,87.52,86.25,74.62,77.42,76.13,76.19,794.88,1285.84,4118.97,77.74,1490.79,91.68,68.23,159.13,100.97,3647.05,2133.05,52.87,100.67,621.67,2461.81,2014.99,67.72,13901.91,100.84,81.61,111.18,342.99,65.17,549.88,2445.72,159.44,110.12,128.74,5122.81,101.97,1979.55,130.44,94.16,81.68,124.11,NA,NA,3256,86.45,1196.65,5611.05,3235.61,115.19,124.9,71.82,NA,2669.43,2351.73,2006.2
"387",2002-02-28,83.58,84.65,84.64,76.63,79.55,78.2,76.08,799.38,1323.38,4074.64,88.82,1474.99,92.09,68.78,139.34,98.42,3734.56,2148.01,57.98,102.3,591.33,2482.83,1988.41,60.86,13361.32,97.19,86.72,112.5,313.18,57.26,548.61,2547.23,175.65,108.36,125.46,5136.76,99.49,2054.85,138.2,96.55,75.67,121.51,NA,NA,3130.91,91.08,1213.64,5730.69,3329.04,109.72,135.43,57.44,NA,2656.55,2304.7,1988.56
"388",2002-03-29,84.65,89.81,87.79,80.49,84.62,82.67,80.25,826.5,1416.04,4171.02,88.9,1527.56,95.62,72.66,145.64,106.47,3872.05,2264.2,61.21,108.42,596.13,2614.43,2147.32,59.6,14171.53,100.74,86.15,126.18,333.78,57.31,583.5,2693.31,191.37,117.19,138.88,5583.99,103.45,2229.46,143.5,97.13,74.88,127.59,NA,NA,3289.08,92.9,1239,5951.43,3541.11,119.55,135.05,63.12,NA,2779.49,2390.04,2076.16
"389",2002-04-30,78.44,85.18,82.34,83.6,87.53,85.68,79.71,816.18,1520.96,4359.95,88.14,1515.52,94.85,75.83,151.14,118.43,3729.53,2279.21,59.95,109.12,493.45,2574.37,2083.42,59.84,14975.64,111.52,82.38,149.68,340.27,47.28,587.21,2850.1,191.36,123.71,136.62,5555.78,103.71,2242.12,142.76,88.99,77.61,128.67,NA,NA,3193.92,101.29,1273.09,5362,3637.11,116.95,135.07,61.76,NA,2788.36,2234.45,2005.59
"390",2002-05-31,77.46,84.82,81.67,86.62,91.19,89.03,79.45,867.1,1529.59,4471.91,81.58,1548.14,89.69,76.99,156.18,123.82,3816.57,2308.09,59.97,107.36,459.55,2582.13,2061.32,65.19,14361.4,107.49,77.19,160.32,357.22,49.68,574.84,3027.76,191.95,115.42,125.64,5586.88,116.43,2296.54,150.41,84.82,79.81,129.97,NA,NA,3133.77,111.48,1278.85,5290.13,3774.98,112.31,152.42,52.48,NA,2742.77,2216.78,2008.93
"391",2002-06-28,71.18,78.7,75.42,82.65,86.08,84.48,76.62,824.29,1547.49,4387.74,66.56,1460.09,80.98,74.41,159.91,122.39,3862.91,2216.21,58.29,99.27,465.61,2508.06,2000.21,66.62,13492.75,98.83,79.5,150.38,337.77,47.56,577.6,2869.98,184.76,113.81,112.85,5415.24,114.45,2230.99,135.28,73.66,68.73,128.5,NA,NA,2938.02,100.19,1161.7,5153.06,3625.09,102.82,144.11,41.35,NA,2626.93,2047.01,1886.69
"392",2002-07-31,67.96,70.58,69.78,76.57,81.48,79.14,68.13,762.52,1401.97,3789.71,47.29,1295.74,79.34,71.15,143.43,130.71,3370.2,1997.43,58.16,91.68,398.55,2171.4,1669.84,61.74,12936.71,96.25,73.78,139.01,296.54,49.12,519.14,2670.62,179.86,113.56,104.86,4452.34,105.46,2005.78,123.22,71.39,60.05,112.71,NA,NA,2878.42,84.46,1038.92,4399.4,3189.29,96.38,136.14,42.61,NA,2450.09,1899.2,1727.5
"393",2002-08-30,68.36,70.94,70.17,75.9,80.92,78.52,68.14,780.63,1400.45,3814.99,58.07,1311.64,77.94,69.77,143.24,129.96,3478.53,1992.89,57.67,93.08,414.85,2136.94,1677.09,62,12304.72,105.85,78.33,134.47,310.68,49.24,526.4,2642.26,180.63,112.38,107.5,4532.94,111.09,1968.88,135.19,68.82,64.85,112.73,NA,NA,2872.15,87.37,1085.17,4375.97,3185.02,91.66,131.24,40.15,NA,2424.54,1907.35,1730.45
"394",2002-09-30,60.94,62.62,62.25,70.68,76.55,73.72,59.25,736.96,1317.23,3181.67,40.5,1205.81,67.53,64.22,150.96,131.36,3012.05,1778.87,58.82,83.04,398.29,1809.22,1268.69,53.58,11426.86,99.34,74.51,125.74,267.82,45.33,453.84,2524.17,155.01,100.92,95.94,3725.84,110.08,1715.17,127.42,69.8,60.27,90.91,NA,NA,2545.3,87.5,909.52,3635.78,2976.32,77.8,119.34,36.69,NA,2173.57,1691.34,1539.93
"395",2002-10-31,66.64,67.84,67.76,69.96,73.35,71.75,64.97,776.51,1336.69,3454.94,52.04,1242.15,71.33,64.58,174.49,127.95,3094.91,1874.48,56.69,88.43,486.43,2044.32,1446.06,51.41,11838.16,103.03,74.37,103.72,301.3,46.52,491.48,2348.48,162.71,105.28,102.26,4211.93,117.69,1801.16,134.33,61.77,71.19,100.79,NA,NA,2789.96,91.39,1044.04,4221.72,3077.33,86.37,129.91,42.57,NA,2343.9,1844.17,1653.39
"396",2002-11-29,69.37,73.17,71.78,73.63,75.61,74.71,68.19,796.96,1333.44,3598.6,52.65,1314.62,74.99,67.25,177.97,142.52,3220.57,1959.55,56.92,94.52,550.75,2130.71,1528,52.77,12578.78,114.02,82.11,116.05,313.41,52.74,537.35,2443.45,183.48,101.09,107.09,4459.99,116.23,1953.36,145.64,59.85,72.98,113.74,NA,NA,2642.66,100.21,1149.68,4830.08,3154.31,88.19,134.73,59.99,NA,2414.44,1954.16,1742.29
"397",2002-12-31,65.99,68.3,67.62,70.99,73.36,72.25,65.7,782.14,1493.32,3700.43,57.56,1303.96,76.86,64.71,181.21,140.32,3234.63,1893.66,59.64,91.38,473.22,2071.99,1410.72,52.61,11635.64,118.05,86.53,129.15,293.35,47.12,528.34,2380.63,160.29,103.87,102.64,4220.09,121.25,1908.78,156.5,56.84,73.06,114.47,NA,NA,2581.37,105.97,1096.67,4310.95,3072.72,82.88,133.64,43.1,NA,2362.34,1835.2,1657.64
"398",2003-01-31,64.24,67,66.09,68.25,73.21,70.77,62.61,796.21,1523.15,3497.22,55.65,1340.3,75.13,67.81,175.65,144.56,3092.68,1814.61,63.6,90.97,425.86,2002.82,1376.28,52.23,11701.62,113.6,82.96,113.06,301.75,46.69,520.33,2284.14,153.33,107.9,97.23,3955.6,126.36,1800.43,166.19,59.31,69.52,112.61,NA,NA,2468.44,102.23,1109.01,4251.64,2967.74,92.94,143.26,46.33,NA,2195.73,1790.16,1607.12
"399",2003-02-28,64.02,65.43,65.17,67.5,72.76,70.16,60.64,784.93,1545.32,3096.88,53.54,1386.94,75.37,66.12,173,147.24,2952.95,1772.96,58,88.42,410.14,1904.67,1280.9,49.69,11559.83,111.52,84.14,117.39,292.9,46.96,536.5,2297.49,145.77,104.95,94.97,3663.44,125.7,1622.42,163.79,55.5,66.96,103.77,NA,NA,2444.15,103.22,1124.24,4225.44,2810.59,81.75,139.29,50.3,NA,2160.36,1761.86,1578.99
"400",2003-03-31,65.44,65.14,65.73,66.04,69.42,67.79,59.68,812.61,1570,3062.76,60.91,1368.57,77.21,63.57,176.29,152.42,3215.24,1738.13,58.14,85.89,420.56,1834.04,1232.61,44.73,10961.9,114.67,77.87,118.69,307.87,50.51,494.18,2193.53,131.9,102.69,96.57,3556.97,128.22,1632.01,160.57,56.88,63.18,107.77,NA,NA,2408.3,98.15,1115.56,4123.89,2794.29,80.55,143.39,37.86,NA,2158.27,1777.55,1573.78
"401",2003-04-30,69.49,71.96,71.22,66.97,70.5,68.79,67.78,876.99,1690.6,3614.9,73.74,1455.41,92.73,63.66,191.64,165.23,3625.33,1908.48,66.52,93.53,503.05,2120.76,1521.25,54.14,10946.93,129.7,74.47,142.37,342.78,58.01,561.5,2176.38,150.63,102.37,110.85,4009.36,134.99,1888.93,170.52,60.83,70.78,114.98,NA,NA,2429.82,103.91,1272.77,4969.88,3111.51,78.31,148.44,50.59,NA,2382.77,1925.36,1713.25
"402",2003-05-30,71.85,77.23,75.08,70.79,74.25,72.58,72.22,906.34,1777.97,3969.89,75.51,1579.67,95.94,71.79,222.45,187.37,3875.63,2024.12,74.2,100.22,527.51,2269.98,1620.05,58.1,11880.18,137.19,80.54,166.82,354.24,64.62,624.78,2281.91,159.84,109.38,113.92,4258.85,146.61,2084.7,180.87,60.13,77.23,126.32,NA,NA,2650.32,107.18,1333.46,5184.64,3302.79,86.49,166.79,54.98,NA,2529.03,2027.59,1810.79
"403",2003-06-30,72.71,78.27,76.03,75.14,79.41,77.34,72.93,941.39,1834.24,3964.23,75.63,1621.15,98.18,76.39,229.02,177.41,3859.07,2073.04,77.26,105.9,498.46,2303.56,1702.39,63.98,12040.07,115.73,92.04,174.8,350.04,70.67,612.71,2450.16,172.47,113.4,118.49,4291.38,155.79,2084.23,180.09,70,77.24,126.18,NA,NA,2803.89,111.51,1376.27,5219.17,3299.12,92.96,184.41,53.93,NA,2550.7,2051.85,1841.9
"404",2003-07-31,74.45,79.21,77.39,79.02,82.27,80.72,74.36,938.38,1821.74,4055.56,79.8,1626.26,105.79,83.96,234.1,184.01,3781,2123.22,71.75,112.48,484.49,2344.24,1803.2,72.54,12806.18,120.92,98.33,165.52,350.13,67.05,611.13,2549.6,191.27,118.78,123.58,4477.24,150.19,2215.78,191.19,69.92,86.39,122.09,NA,NA,3010.97,118.99,1400.88,5553,3429.09,104.27,189.22,52.65,NA,2566.6,2089.1,1879.09
"405",2003-08-29,76.04,80.67,78.94,85.6,89.55,87.65,74.35,960.76,1813.02,3988.14,87.88,1710.83,110.69,89.55,232.57,196.74,4117.59,2174.49,79.53,120.01,514.95,2361.4,1773.16,72.81,14380.31,133.78,111.03,168.52,356.04,68.03,591.34,2818.26,202.31,122.12,121.5,4569.32,152.47,2254.76,202.78,66.2,98.13,125.11,NA,NA,3126.6,126.73,1379.62,5647.82,3397.79,113.45,210.02,59.55,NA,2549.07,2127.28,1919.46
"406",2003-09-30,75.1,80.04,78.14,88.29,94.59,91.5,75.9,997.81,1918.11,4231.53,89.47,1740.1,121.9,90.24,235.57,201.08,4272.66,2241.53,93.99,120.88,494.14,2371.49,1760.19,70.99,15185.16,141.22,117.43,199.27,364.59,67.55,614,2985.37,189.3,120.17,123.95,4508.77,161.27,2233.93,215.28,72.77,88.17,136.38,NA,NA,3226.94,128.38,1374.31,5837.39,3545.28,114.14,228.93,69.01,NA,2639.19,2101.85,1931.01
