Date,Country,Development,BondYield,CBPR,TotalPrices,Prices,Earnings,PE
2007-06-30,united kingdom,DM,5.463,5.5,5796.345058,1978.34,140.06,14.124946451520776
2007-06-30,canada,DM,4.555,4.25,4413.266213,1750.97,96.8,18.08853305785124
2007-06-30,australia,DM,6.256,6.25,2787.085608,1254.34,81.11,15.464677598323263
2007-06-30,switzerland,DM,3.226,2.5,7420.86553,1207.27,67.24,17.95464009518144
2007-06-30,france,DM,4.62,4.0,5745.290342,159.34,10.13,15.729516288252714
2007-06-30,germany,DM,4.574,4.0,4978.980939,138.83,9.3,14.927956989247312
2007-06-30,china,EM,4.43,6.57,329.367549,63.16,3.0,21.05333333333333
2007-06-30,brazil,EM,10.68,12.0,500.831487,2857.33,203.7,14.027147766323024
2007-06-30,south korea,EM,5.513,,566.320635,469.6,34.03,13.799588598295621
2007-06-30,spain,DM,4.64,4.0,3808.38681,166.19,11.5,14.451304347826087
2007-06-30,taiwan,EM,2.4985,3.125,180.54916,352.15,18.84,18.691613588110403
2007-06-30,hong kong,DM,4.786,6.75,30174.697329,9787.51,713.16,13.724143249761624
2007-06-30,sweden,DM,4.481,3.5,17218.780216,10009.97,643.17,15.563490212541009
2007-06-30,netherlands,DM,4.607,4.0,10581.12709,113.48,9.28,12.22844827586207
2007-06-30,south africa,EM,8.399000000000001,9.5,381.154281,695.44,56.07,12.40306759407883
2007-06-30,italy,DM,4.803,4.0,1369.644522,121.39,8.58,14.148018648018647
2007-06-30,india,EM,8.153,7.75,445.968067,598.57,29.44,20.33186141304348
2007-06-30,russia,EM,6.066,,868.475703,1202.42,119.64,10.050317619525243
2007-06-30,mexico,EM,7.699,,510.571118,6497.01,361.53,17.97087378640777
2007-06-30,singapore,DM,2.86,2.5,8885.048539,2042.6401,120.61,16.93590995771495
2007-06-30,indonesia,EM,8.961,,778.375089,2757.2,151.22,18.23303795794207
2007-06-30,belgium,DM,4.64,4.0,11633.14542,117.43,11.0,10.675454545454546
2007-06-30,thailand,EM,4.4719999999999995,3.5,473.635445,312.82,26.38,11.858225928733889
2007-06-30,chile,EM,6.5556,5.0,360.619677,1891.23,82.7,22.86856106408706
2007-06-30,turkey,EM,6.52,,262.950158,731868.56,65171.66,11.229859113608583
2007-06-30,philippines,EM,7.195,7.5,257.562151,761.98,45.44,16.768926056338028
2007-06-30,austria,DM,4.622,4.0,7597.466096,339.74,21.17,16.048181388757676
2007-06-30,poland,EM,5.641,4.5,338.852866,2594.67,148.29,17.497268865061706
2007-06-30,ireland,DM,3.908,4.0,888.510101,118.96,8.36,14.229665071770334
2007-06-30,malaysia,EM,3.54,3.5,273.514347,508.05,27.31,18.603075796411574
2007-06-30,new zealand,DM,6.71,8.0,344.835401,141.04,7.64,18.460732984293195
2007-12-31,united states,DM,4.0232,4.25,,1390.91,78.66,17.68255784388508
2007-12-31,japan,DM,1.51,,4787.485034,941.63,53.27,17.676553407171014
2007-12-31,united kingdom,DM,4.508,5.5,5667.497994,1921.06,149.01,12.892154888933629
2007-12-31,canada,DM,3.99,4.25,4824.454172,1761.97,99.22,17.758214069744003
2007-12-31,australia,DM,6.326,6.75,2968.762217,1273.96,80.95,15.737615812229771
2007-12-31,switzerland,DM,3.048,2.75,7390.803458,1109.97,60.05,18.484096586178186
2007-12-31,france,DM,4.422,4.0,5759.939797,147.13,10.02,14.683632734530939
2007-12-31,germany,DM,4.307,4.0,5425.309404,139.72,9.98,14.0
2007-12-31,china,EM,4.46,7.47,450.287906,85.53,3.81,22.448818897637796
2007-12-31,brazil,EM,12.45,11.25,684.373637,3867.16,256.07,15.101964306634905
2007-12-31,south korea,EM,5.7,,615.847107,516.89,37.75,13.692450331125828
2007-12-31,spain,DM,4.43,4.0,4330.714688,172.15,13.31,12.933884297520661
2007-12-31,taiwan,EM,2.5824,3.375,177.313287,333.98,22.6,14.77787610619469
2007-12-31,hong kong,DM,3.4699999999999998,5.75,40068.867386,12823.19,993.58,12.906046820588177
2007-12-31,sweden,DM,4.345,4.0,15382.112883,8428.22,680.04,12.39371213458032
2007-12-31,netherlands,DM,4.407,4.0,10943.412074,107.33,10.46,10.260994263862331
2007-12-31,south africa,EM,8.401,11.0,409.346431,713.06,49.57,14.384910227960459
2007-12-31,italy,DM,4.652,4.0,1381.342276,112.41,8.57,13.116686114352392
2007-12-31,india,EM,7.793,7.75,661.043676,855.12,31.18,27.425272610647852
2007-12-31,russia,EM,5.533,,1111.221528,1536.37,117.63,13.061038850633341
2007-12-31,mexico,EM,7.898,,478.289969,5992.14,398.21,15.04768840561513
2007-12-31,singapore,DM,2.68,2.38,9353.201733,1980.9146,154.38,12.83141987304055
2007-12-31,indonesia,EM,10.018,,1059.250706,3857.1,214.47,17.984333473213038
2007-12-31,belgium,DM,4.468,4.0,10418.592657,96.51,13.48,7.1594955489614245
2007-12-31,thailand,EM,4.955,3.25,567.054082,360.95,25.34,14.244277821625888
2007-12-31,chile,EM,6.4852,6.0,345.22917,1802.84,96.21,18.73859266188546
2007-12-31,turkey,EM,6.272,,346.270984,864616.44,89463.12,9.664501305118803
2007-12-31,philippines,EM,6.723,5.25,275.502623,721.03,44.52,16.195642407906558
2007-12-31,austria,DM,4.432,4.0,6990.436064,287.68,25.2,11.415873015873016
2007-12-31,peru,EM,6.34,5.0,1200.011433,1248.7,86.9,14.369390103567317
2007-12-31,poland,EM,5.916,5.0,347.771455,2341.62,169.0,13.855739644970413
2007-12-31,ireland,DM,4.491,4.0,691.997373,84.76,8.91,9.51290684624018
2007-12-31,malaysia,EM,4.142,3.5,310.374777,542.4,31.9,17.003134796238246
2007-12-31,new zealand,DM,6.381,8.25,328.961118,131.68,10.54,12.493358633776094
2008-06-30,united states,DM,3.969,2.0,,1222.79,72.36,16.898700939745716
2008-06-30,japan,DM,1.601,,4522.537494,835.83,49.25,16.971167512690357
2008-06-30,united kingdom,DM,5.13,5.0,5030.666119,1665.95,136.83,12.175327048161952
2008-06-30,canada,DM,3.734,3.0,5027.007491,1870.85,104.2,17.954414587332053
2008-06-30,australia,DM,6.447,7.25,2725.683788,1053.96,73.32,14.374795417348611
2008-06-30,switzerland,DM,3.288,2.75,6830.910548,909.18,22.15,41.04650112866817
2008-06-30,france,DM,4.8100000000000005,4.0,5071.157387,117.55,9.28,12.667025862068966
2008-06-30,germany,DM,4.621,4.0,4672.575197,108.84,8.63,12.611819235225955
2008-06-30,china,EM,4.52,7.47,331.742755,62.17,4.24,14.662735849056604
2008-06-30,brazil,EM,12.45,12.25,769.262769,4292.5,281.37,15.25571311795856
2008-06-30,south korea,EM,6.045,5.0,494.331863,458.03,39.07,11.723317123112361
2008-06-30,spain,DM,4.901,4.0,3738.790421,135.53,14.72,9.207201086956522
2008-06-30,taiwan,EM,2.6934,3.625,166.929662,293.66,22.28,13.180430879712747
2008-06-30,hong kong,DM,3.495,3.5,31223.306109,9828.25,937.4,10.48458502240239
2008-06-30,sweden,DM,4.518,4.25,13332.290973,6584.78,503.64,13.074378524342784
2008-06-30,netherlands,DM,4.811,4.0,9322.345044,82.92,9.42,8.802547770700636
2008-06-30,south africa,EM,10.7,12.0,363.860139,716.29,55.15,12.988032638259293
2008-06-30,italy,DM,5.171,4.0,1154.267179,84.3,9.34,9.025695931477516
2008-06-30,india,EM,8.699,8.5,387.534435,544.61,35.3,15.428045325779038
2008-06-30,russia,EM,5.681,,1089.258309,1492.79,149.01,10.01805247969935
2008-06-30,mexico,EM,9.239,7.75,479.818134,5947.25,432.03,13.765826447237462
2008-06-30,singapore,DM,3.59,1.19,8582.814135,1684.4049,168.68,9.985800924828077
2008-06-30,indonesia,EM,13.384,,943.700806,3338.07,203.33,16.41700683617764
2008-06-30,belgium,DM,4.955,4.0,8132.698652,67.99,11.16,6.092293906810036
2008-06-30,thailand,EM,5.9399999999999995,3.25,515.819061,319.43,24.07,13.270876609887827
2008-06-30,chile,EM,8.0699,6.75,333.525771,1714.69,98.65,17.38155093765839
2008-06-30,turkey,EM,7.767,,210.063552,531671.19,85079.8,6.249088385257134
2008-06-30,philippines,EM,9.69,5.25,170.696733,478.47,36.48,13.115953947368423
2008-06-30,austria,DM,4.888,4.0,6617.53574,249.35,21.65,11.517321016166282
2008-06-30,peru,EM,7.0,5.75,1293.15985,1320.89,78.38,16.852385812707325
2008-06-30,poland,EM,6.628,6.0,306.150839,1757.9,189.65,9.269180068547325
2008-06-30,ireland,DM,5.052,4.0,562.543596,62.71,9.27,6.764832793959008
2008-06-30,malaysia,EM,4.858,3.5,255.812982,435.2,33.67,12.925452925452925
2008-06-30,new zealand,DM,6.34,8.25,240.336917,95.0,8.74,10.869565217391305
2008-12-31,united states,DM,2.2123,0.25,,854.35,60.01,14.23679386768872
2008-12-31,japan,DM,1.174,0.1,3389.016618,530.85,44.31,11.980365605958022
2008-12-31,united kingdom,DM,3.02,2.0,2927.747189,1314.91,54.93,23.93792099035136
2008-12-31,canada,DM,2.684,1.5,2628.626742,1177.15,111.19,10.586833348322692
2008-12-31,australia,DM,3.992,4.25,1464.385268,765.28,58.93,12.986254878669607
2008-12-31,switzerland,DM,2.095,0.5,5137.450409,714.07,12.04,59.30813953488373
2008-12-31,france,DM,3.414,2.5,3267.454637,85.24,7.09,12.022566995768688
2008-12-31,germany,DM,2.951,2.5,2936.763161,77.53,5.84,13.27568493150685
2008-12-31,china,EM,2.76,5.31,221.422698,40.86,3.16,12.930379746835442
2008-12-31,brazil,EM,12.45,13.75,299.669619,1638.17,207.17,7.907370758314428
2008-12-31,south korea,EM,4.22,3.0,275.343125,306.95,32.45,9.459167950693374
2008-12-31,spain,DM,3.811,2.5,2572.612546,103.27,13.93,7.413496051687006
2008-12-31,taiwan,EM,1.408,2.0,94.947905,173.37,6.96,24.90948275862069
2008-12-31,hong kong,DM,1.197,0.5,19549.636823,6006.32,523.27,11.47843369579758
2008-12-31,sweden,DM,2.413,2.0,7712.776744,5007.84,508.67,9.844968250535711
2008-12-31,netherlands,DM,3.5460000000000003,2.5,5666.649533,56.34,2.62,21.50381679389313
2008-12-31,south africa,EM,7.314,11.5,254.225099,578.91,61.77,9.372025254978144
2008-12-31,italy,DM,4.382,2.5,690.998273,56.64,9.63,5.881619937694704
2008-12-31,india,EM,5.2620000000000005,6.5,233.788435,369.22,32.95,11.20546282245827
2008-12-31,russia,EM,8.353,,290.299915,397.02,90.51,4.386476632416307
2008-12-31,mexico,EM,7.96,8.25,272.916855,3356.77,218.38,15.371233629453247
2008-12-31,singapore,DM,2.05,1.0,4924.44514,1000.3318,167.77,5.962518924718364
2008-12-31,indonesia,EM,11.889,,460.996162,1899.18,215.29,8.82149658600028
2008-12-31,belgium,DM,3.775,2.5,3491.93474,33.02,3.4,9.711764705882354
2008-12-31,thailand,EM,2.659,2.75,292.145708,185.09,23.2,7.978017241379311
2008-12-31,chile,EM,5.9884,8.25,221.672443,1130.91,88.52,12.775756891098059
2008-12-31,turkey,EM,7.428,,130.565286,416879.53,59258.02,7.034989187961394
2008-12-31,philippines,EM,7.614,5.5,130.714967,383.8,32.77,11.711931644797069
2008-12-31,austria,DM,3.855,2.5,2208.264184,93.91,20.16,4.6582341269841265
2008-12-31,peru,EM,7.58,6.5,707.167922,719.26,57.58,12.49149010072942
2008-12-31,poland,EM,5.3870000000000005,5.0,157.113406,1235.64,89.47,13.810662791997318
2008-12-31,ireland,DM,4.266,2.5,194.287014,24.3,7.83,3.103448275862069
2008-12-31,malaysia,EM,3.218,3.25,182.465941,321.24,25.4,12.64724409448819
2008-12-31,new zealand,DM,4.627,5.0,152.007174,75.92,6.98,10.876790830945557
2009-06-30,united states,DM,3.5326,0.25,,874.74,53.89,16.231953980330303
2009-06-30,japan,DM,1.359,0.1,3476.854366,573.96,-13.45,-42.673605947955394
2009-06-30,united kingdom,DM,3.69,0.5,3309.590474,1263.62,17.71,71.35064935064933
2009-06-30,canada,DM,3.364,0.25,3305.625511,1375.23,88.13,15.604561443322366
2009-06-30,australia,DM,5.522,3.0,1849.822336,812.92,37.39,21.741642150307566
2009-06-30,switzerland,DM,2.319,0.25,5055.371757,704.44,21.12,33.354166666666664
2009-06-30,france,DM,3.729,1.0,3334.423454,84.0,5.79,14.507772020725389
2009-06-30,germany,DM,3.386,1.0,2918.976551,74.03,3.8,19.481578947368423
2009-06-30,china,EM,3.21,5.31,304.215031,55.2,2.89,19.100346020761247
2009-06-30,brazil,EM,12.45,9.25,474.910583,2552.28,195.56,13.051135201472695
2009-06-30,south korea,EM,5.19,2.0,342.901368,382.45,15.4,24.834415584415584
2009-06-30,spain,DM,4.131,1.0,2863.585775,110.85,11.62,9.539586919104991
2009-06-30,taiwan,EM,1.6221999999999999,1.25,128.551793,234.51,0.74,316.9054054054054
2009-06-30,hong kong,DM,2.651,0.5,26419.632846,7961.92,378.5,21.03545574636724
2009-06-30,sweden,DM,3.465,0.5,9743.523183,6049.24,441.66,13.696599193950096
2009-06-30,netherlands,DM,3.799,1.0,5921.979324,56.91,0.51,111.58823529411764
2009-06-30,south africa,EM,8.945,7.5,320.668857,599.64,47.83,12.536901526238763
2009-06-30,italy,DM,4.434,1.0,707.8298,56.09,6.22,9.017684887459808
2009-06-30,india,EM,7.012,4.75,368.098723,568.95,27.25,20.878899082568807
2009-06-30,russia,EM,5.04,,422.592206,569.63,45.16,12.613596102745793
2009-06-30,mexico,EM,8.181,4.75,318.359,3885.44,204.52,18.997848621161744
2009-06-30,singapore,DM,2.59,0.69,6539.764799,1306.3604,121.6,10.743095394736843
2009-06-30,indonesia,EM,11.09,,720.325084,2747.13,192.44,14.275254624818126
2009-06-30,belgium,DM,3.9619999999999997,1.0,4206.762304,38.68,-22.72,-1.7024647887323945
2009-06-30,thailand,EM,3.739,1.25,425.766556,257.45,13.38,19.241405082212257
2009-06-30,chile,EM,6.2934,0.75,337.81512,1693.62,101.37,16.70730985498668
2009-06-30,turkey,EM,6.8870000000000005,,178.441863,553055.19,47785.09,11.573802414100298
2009-06-30,philippines,EM,8.774000000000001,4.25,171.878914,499.31,28.25,17.674690265486724
2009-06-30,austria,DM,4.139,1.0,2717.779398,111.41,9.66,11.533126293995858
2009-06-30,peru,EM,5.99,3.0,845.734635,842.68,49.7,16.95533199195171
2009-06-30,poland,EM,6.269,3.5,147.170938,1228.95,30.35,40.49258649093905
2009-06-30,ireland,DM,5.73,1.0,188.099796,22.97,2.13,10.784037558685446
2009-06-30,malaysia,EM,4.37,2.0,226.523356,399.78,19.85,20.14005037783375
2009-06-30,new zealand,DM,5.932,2.5,182.221415,79.87,7.26,11.00137741046832
2009-12-31,united states,DM,3.8368,0.25,,1061.13,59.09,17.95786089016754
2009-12-31,japan,DM,1.295,0.1,3600.988033,569.35,-19.5,-29.1974358974359
2009-12-31,united kingdom,DM,4.015,0.5,4195.534209,1607.87,79.83,20.141174996868344
2009-12-31,canada,DM,3.613,0.25,4105.514767,1526.51,75.66,20.17591858313508
2009-12-31,australia,DM,5.644,3.75,2583.663044,1001.31,35.38,28.3015828151498
2009-12-31,switzerland,DM,1.901,0.25,6437.798081,852.56,48.69,17.509960977613474
2009-12-31,france,DM,3.593,1.0,4307.648412,105.41,2.89,36.47404844290657
2009-12-31,germany,DM,3.387,1.0,3675.479421,91.13,1.31,69.5648854961832
2009-12-31,china,EM,3.64,5.31,359.352047,64.91,3.83,16.947780678851174
2009-12-31,brazil,EM,12.45,8.75,683.434449,3624.51,219.18,16.536682179030933
2009-12-31,south korea,EM,5.39,2.0,471.788938,480.78,22.45,21.415590200445433
2009-12-31,spain,DM,3.9779999999999998,1.0,3691.283787,136.53,11.1,12.3
2009-12-31,taiwan,EM,1.5479,1.25,170.159772,295.94,9.27,31.92448759439051
2009-12-31,hong kong,DM,2.599,0.5,31309.161622,9326.7,741.24,12.582564351627004
2009-12-31,sweden,DM,3.292,0.25,12661.578033,7242.02,365.57,19.810214186065597
2009-12-31,netherlands,DM,3.555,1.0,8060.947045,75.26,2.14,35.16822429906542
2009-12-31,south africa,EM,9.166,7.0,401.209926,707.29,36.04,19.625138734739178
2009-12-31,italy,DM,4.142,1.0,874.60501,67.29,2.52,26.702380952380956
2009-12-31,india,EM,7.589,4.75,474.144745,707.1,22.55,31.356984478935697
2009-12-31,russia,EM,5.002,,592.849168,795.32,78.21,10.169032093082727
2009-12-31,mexico,EM,8.006,4.5,427.48229,5138.14,288.73,17.795656842032347
2009-12-31,singapore,DM,2.66,0.69,8566.592685,1630.76,108.75,14.995494252873563
2009-12-31,indonesia,EM,10.06,,1042.959527,3613.58,201.78,17.908514223411636
2009-12-31,belgium,DM,3.709,1.0,5499.566761,49.34,-21.79,-2.264341441027995
2009-12-31,thailand,EM,4.184,1.25,515.835276,301.7,15.28,19.744764397905758
2009-12-31,chile,EM,6.3154,0.5,411.337826,2051.56,117.93,17.396421606037478
2009-12-31,turkey,EM,5.6530000000000005,,257.877347,777329.06,72177.57,10.769676230441119
2009-12-31,philippines,EM,8.654,4.0,216.49569,597.93,30.28,19.74669749009247
2009-12-31,austria,DM,3.717,1.0,3162.204118,125.92,,
2009-12-31,peru,EM,5.87,1.25,1217.848769,1217.73,49.23,24.735527117611216
2009-12-31,poland,EM,6.259,3.5,222.311317,1637.94,108.26,15.129687788656938
2009-12-31,ireland,DM,4.839,1.0,218.142278,25.88,1.52,17.026315789473685
2009-12-31,malaysia,EM,4.286,2.0,277.463149,469.8,25.93,18.11801002699576
2009-12-31,new zealand,DM,5.8100000000000005,2.5,228.624842,87.19,3.56,24.491573033707866
2009-12-31,colombia,EM,8.49,3.5,2617.108256,790.48,37.4,21.13582887700535
2010-06-30,united states,DM,2.9311,0.25,,979.88,70.9,13.820592383638926
2010-06-30,japan,DM,1.091,0.1,3503.341206,521.84,28.34,18.413549752999295
2010-06-30,united kingdom,DM,3.355,0.5,3592.65187,1456.84,111.21,13.099901088031652
2010-06-30,canada,DM,3.081,0.5,3895.297838,1454.66,85.79,16.95605548432218
2010-06-30,australia,DM,5.094,4.5,2179.9761,882.84,51.87,17.020242914979757
2010-06-30,switzerland,DM,1.482,0.25,5908.340092,802.06,61.26,13.092719555990858
2010-06-30,france,DM,3.05,1.0,3359.640476,94.27,5.25,17.956190476190475
2010-06-30,germany,DM,2.577,1.0,3120.375216,88.6,5.46,16.227106227106226
2010-06-30,china,EM,3.31,5.31,337.338481,60.18,4.41,13.64625850340136
2010-06-30,brazil,EM,12.384,10.25,578.364549,3028.03,252.53,11.990773373460579
2010-06-30,south korea,EM,4.95,2.0,452.367374,478.94,45.58,10.507678806494077
2010-06-30,spain,DM,4.561,1.0,2476.847111,104.92,11.15,9.409865470852019
2010-06-30,taiwan,EM,1.4122,1.375,148.412564,259.09,18.39,14.088635127786839
2010-06-30,hong kong,DM,2.305,0.5,30201.815973,8876.88,916.67,9.68383387696772
2010-06-30,sweden,DM,2.666,0.25,12640.830486,7734.11,474.39,16.30327367777567
2010-06-30,netherlands,DM,2.808,1.0,6925.780889,74.47,4.45,16.734831460674155
2010-06-30,south africa,EM,8.852,6.5,379.573199,688.09,42.5,16.19035294117647
2010-06-30,italy,DM,4.094,1.0,635.879907,55.99,4.72,11.862288135593221
2010-06-30,india,EM,7.546,5.25,486.026761,718.27,38.2,18.80287958115183
2010-06-30,russia,EM,5.002,,534.476702,707.47,102.54,6.89945387165984
2010-06-30,mexico,EM,6.889,4.5,419.389173,5009.6,285.41,17.552293192249746
2010-06-30,singapore,DM,2.37,0.56,8459.596503,1576.12,105.69,14.912669126691267
2010-06-30,indonesia,EM,8.379,,1195.797378,3961.28,241.72,16.387886811186497
2010-06-30,belgium,DM,3.444,1.0,4750.279088,49.13,4.86,10.109053497942387
2010-06-30,thailand,EM,3.146,1.25,573.172354,319.27,25.48,12.53021978021978
2010-06-30,chile,EM,6.5762,1.0,422.929142,2082.85,118.37,17.596096984033114
2010-06-30,turkey,EM,5.612,7.0,256.426562,799906.0,84447.66,9.472210360831786
2010-06-30,philippines,EM,8.288,4.0,232.938734,633.81,35.15,18.03157894736842
2010-06-30,austria,DM,3.16,1.0,2424.266492,110.86,8.23,13.470230862697447
2010-06-30,peru,EM,6.23,1.75,1272.25978,1252.7,79.13,15.830911158852523
2010-06-30,poland,EM,5.941,3.5,181.218024,1556.49,135.85,11.457416267942584
2010-06-30,ireland,DM,5.5,1.0,173.992415,23.86,0.8,29.825
2010-06-30,malaysia,EM,3.957,2.5,303.291845,479.37,30.19,15.878436568400131
2010-06-30,new zealand,DM,5.336,2.75,196.252426,77.29,3.54,21.833333333333336
2010-06-30,colombia,EM,7.77,3.0,2991.534431,895.47,42.45,21.094699646643107
2010-12-31,united states,DM,3.2935,0.25,,1201.0,79.25,15.154574132492113
2010-12-31,japan,DM,1.1280000000000001,0.1,4156.857141,562.29,35.02,16.056253569388918
2010-12-31,united kingdom,DM,3.396,0.5,4562.914018,1744.09,99.02,17.613512421732985
2010-12-31,canada,DM,3.122,1.0,4945.186248,1710.18,88.37,19.35249519067557
2010-12-31,australia,DM,5.545,4.75,2958.875787,966.29,60.04,16.09410393071286
2010-12-31,switzerland,DM,1.716,0.25,7197.028348,844.37,57.25,14.74882096069869
2010-12-31,france,DM,3.362,1.0,4130.585085,105.14,7.31,14.383036935704515
2010-12-31,germany,DM,2.963,1.0,3985.637836,103.33,7.43,13.907133243607
2010-12-31,china,EM,3.91,5.8100000000000005,375.981253,66.59,5.15,12.930097087378641
2010-12-31,brazil,EM,12.168,10.75,728.15659,3761.35,334.64,11.239989242170692
2010-12-31,south korea,EM,4.52,2.5,597.945124,587.08,47.35,12.398732840549103
2010-12-31,spain,DM,5.453,1.0,2881.001716,108.95,12.19,8.937653814602134
2010-12-31,taiwan,EM,1.5544,1.625,207.31553,319.19,20.73,15.397491558128316
2010-12-31,hong kong,DM,2.868,0.5,38583.508567,11189.93,988.37,11.321600210447505
2010-12-31,sweden,DM,3.274,1.25,16935.176117,8951.31,551.53,16.229960292277845
2010-12-31,netherlands,DM,3.154,1.0,8201.377103,79.98,6.65,12.027067669172933
2010-12-31,south africa,EM,8.156,5.5,538.457405,830.51,50.58,16.419731119019374
2010-12-31,italy,DM,4.8149999999999995,1.0,743.340313,59.28,4.66,12.721030042918455
2010-12-31,india,EM,7.9190000000000005,6.25,573.476657,811.34,45.4,17.87092511013216
2010-12-31,russia,EM,5.917,,705.879395,931.99,124.55,7.482858289843437
2010-12-31,mexico,EM,6.96,4.5,545.525834,6473.42,299.55,21.610482390252045
2010-12-31,singapore,DM,2.71,0.44,10463.349614,1762.52,121.76,14.475361366622863
2010-12-31,indonesia,EM,7.606,,1396.833386,4546.52,244.18,18.619542960111396
2010-12-31,belgium,DM,3.9699999999999998,1.0,5476.569623,51.6,3.93,13.129770992366412
2010-12-31,thailand,EM,3.726,2.0,803.223404,411.38,28.39,14.490313490665727
2010-12-31,chile,EM,6.3369,3.25,592.980514,2909.59,147.94,19.66736514803299
2010-12-31,turkey,EM,4.851,6.5,311.535358,944653.25,80541.84,11.728726957318084
2010-12-31,philippines,EM,6.326,4.0,289.915137,738.26,41.49,17.793685225355507
2010-12-31,austria,DM,3.507,1.0,3474.579332,144.57,11.56,12.506055363321797
2010-12-31,peru,EM,5.89,3.0,1859.874586,1817.38,86.76,20.94721069617335
2010-12-31,poland,EM,6.055,3.5,256.198803,1904.59,145.74,13.068409496363385
2010-12-31,ireland,DM,9.058,1.0,178.623703,22.22,-0.45,-49.37777777777777
2010-12-31,malaysia,EM,4.038,2.75,380.139737,560.61,31.5,17.79714285714286
2010-12-31,new zealand,DM,5.87,3.0,247.637305,83.8,4.44,18.873873873873872
2010-12-31,colombia,EM,7.6899999999999995,3.0,3753.167216,1112.62,48.45,22.96429308565531
2011-06-30,united states,DM,3.16,0.25,,1263.13,83.96,15.044425917103386
2011-06-30,japan,DM,1.1400000000000001,0.1,3959.084452,527.44,28.12,18.756756756756758
2011-06-30,united kingdom,DM,3.38,0.5,4817.064064,1761.06,149.7,11.763927855711424
2011-06-30,canada,DM,3.11,1.0,5072.10304,1688.63,99.5,16.971155778894474
2011-06-30,australia,DM,5.207,4.75,3071.85375,941.71,66.56,14.148287259615385
2011-06-30,switzerland,DM,1.732,0.25,7809.613074,808.04,52.04,15.527286702536509
2011-06-30,france,DM,3.409,1.25,4772.441854,109.92,8.86,12.406320541760723
2011-06-30,germany,DM,3.025,1.25,4552.159412,106.59,9.07,11.751929437706725
2011-06-30,china,EM,3.89,6.31,379.483407,66.12,5.75,11.499130434782609
2011-06-30,brazil,EM,12.46,12.25,716.171248,3632.36,385.81,9.414893341281978
2011-06-30,south korea,EM,4.29,3.25,647.443239,592.89,45.64,12.990578439964942
2011-06-30,spain,DM,5.446,1.25,3327.464522,113.57,13.01,8.729438893159108
2011-06-30,taiwan,EM,1.5504,1.875,201.640374,304.13,17.43,17.44865174985657
2011-06-30,hong kong,DM,2.33,0.5,38058.078631,10886.2,1227.15,8.871124149451981
2011-06-30,sweden,DM,2.9,1.75,17826.128604,8657.45,665.0,13.01872180451128
2011-06-30,netherlands,DM,3.343,1.25,8655.351357,76.71,6.83,11.231332357247437
2011-06-30,south africa,EM,8.441,5.5,517.99392,806.11,55.6,14.498381294964028
2011-06-30,italy,DM,4.882,1.25,823.775431,59.42,4.99,11.907815631262524
2011-06-30,india,EM,8.33,7.5,524.859343,736.94,45.84,16.076352530541012
2011-06-30,russia,EM,6.003,,774.805737,1007.07,174.7,5.764567830566686
2011-06-30,mexico,EM,7.004,4.5,545.80439,6422.77,280.85,22.86904041303187
2011-06-30,singapore,DM,2.31,0.44,10608.667093,1684.91,137.5,12.25389090909091
2011-06-30,indonesia,EM,7.549,,1574.573998,4823.57,306.78,15.723221852793534
2011-06-30,belgium,DM,4.095,1.25,5921.271841,50.65,3.42,14.809941520467836
2011-06-30,thailand,EM,3.883,3.0,819.422836,420.5,36.91,11.392576537523707
2011-06-30,israel,DM,5.295,3.25,155.601333,257.23,19.44,13.231995884773662
2011-06-30,chile,EM,6.4308,5.25,592.42642,2860.59,149.69,19.110094194668985
2011-06-30,turkey,EM,5.065,6.25,282.817471,885708.63,81037.46,10.929619832605809
2011-06-30,philippines,EM,6.77,4.5,289.124614,716.43,43.7,16.39427917620137
2011-06-30,austria,DM,3.502,1.25,3736.151348,141.12,10.82,13.042513863216266
2011-06-30,peru,EM,6.76,4.25,1367.084043,1307.11,90.43,14.454384606878246
2011-06-30,poland,EM,5.781,4.5,284.577079,1945.15,190.96,10.186164641809803
2011-06-30,ireland,DM,11.695,1.25,209.355524,23.77,,
2011-06-30,malaysia,EM,3.9290000000000003,3.0,410.36496,584.92,34.33,17.038159044567433
2011-06-30,new zealand,DM,5.065,2.5,287.044749,90.12,4.42,20.389140271493215
2011-06-30,colombia,EM,7.61,4.25,3983.882778,1170.35,55.16,21.21736765772299
2011-12-31,united states,DM,1.8761999999999999,0.25,,1199.65,87.15,13.7653471026965
2011-12-31,japan,DM,0.988,0.1,3561.125943,446.93,23.95,18.660960334029227
2011-12-31,united kingdom,DM,1.9769999999999999,0.5,4446.094064,1649.61,163.89,10.065348709500276
2011-12-31,canada,DM,1.9409999999999998,1.0,4316.440431,1500.81,107.09,14.014473807078158
2011-12-31,australia,DM,3.668,4.25,2634.74502,822.75,68.66,11.982959510632101
2011-12-31,switzerland,DM,0.663,0.0,6709.46891,770.36,54.08,14.244822485207102
2011-12-31,france,DM,3.148,1.0,3433.789803,87.68,8.86,9.896162528216706
2011-12-31,germany,DM,1.829,1.0,3264.897351,85.37,8.35,10.223952095808384
2011-12-31,china,EM,3.44,6.5600000000000005,306.765993,53.0,5.85,9.05982905982906
2011-12-31,brazil,EM,12.607,11.0,569.06452,2826.65,307.73,9.185487277808468
2011-12-31,south korea,EM,3.79,3.25,526.181429,519.4,37.7,13.777188328912466
