Date,Country,Development,BondYield,CBPR,TotalPrices,Prices,Earnings,PE
2015-12-31,mexico,EM,6.277,3.25,481.18766,5262.19,231.91,22.6906558578759
2015-12-31,singapore,DM,2.5976,0.4,9696.718461,1507.8101,110.59,13.634235464327697
2015-12-31,indonesia,EM,8.993,,1208.840785,5454.39,317.55,17.1764761454889
2015-12-31,belgium,DM,0.969,0.05,10175.234044,105.38,4.78,22.04602510460251
2015-12-31,thailand,EM,2.5,1.5,799.519007,425.33,25.9,16.422007722007724
2015-12-31,israel,DM,2.1,0.1,173.78416,258.76,11.8,21.92881355932203
2015-12-31,chile,EM,4.7632,3.5,284.271941,1277.85,62.46,20.458693563880882
2015-12-31,turkey,EM,10.74,7.5,195.766262,1012993.56,114542.62,8.843813420716238
2015-12-31,philippines,EM,4.519,4.0,479.184427,1201.97,57.88,20.76658604008293
2015-12-31,austria,DM,0.899,0.05,2291.826492,106.7,4.78,22.322175732217573
2015-12-31,peru,EM,7.31,3.75,917.23957,811.96,54.56,14.881964809384165
2015-12-31,poland,EM,2.943,1.5,163.763294,1347.67,92.35,14.593069842988632
2015-12-31,ireland,DM,1.152,0.05,361.219791,51.23,2.26,22.668141592920353
2015-12-31,malaysia,EM,4.169,3.25,334.424726,587.37,33.26,17.65995189416717
2015-12-31,new zealand,DM,3.5709999999999997,2.5,378.258393,115.77,5.15,22.479611650485435
2015-12-31,colombia,EM,8.657,5.75,1783.004449,452.69,37.39,12.107247927253276
2015-12-31,norway,DM,1.4769999999999999,0.75,5900.497648,2373.17,60.8,39.03240131578948
2015-12-31,denmark,DM,0.971,0.05,23216.70978,8566.71,271.49,31.55442189399241
2015-12-31,finland,DM,0.919,0.05,857.338394,120.63,7.11,16.966244725738395
2015-12-31,portugal,DM,2.516,0.05,120.147862,38.79,2.4699999999999998,15.704453441295549
2015-12-31,greece,EM,8.285,0.05,,5.17,-13.77,-0.3754538852578068
2016-06-30,united states,DM,1.4697,0.5,,1997.33,97.44,20.498050082101805
2016-06-30,japan,DM,-0.217,-0.1,4864.515348,748.25,46.86,15.967776355100298
2016-06-30,united kingdom,DM,0.867,0.5,5242.810306,1895.62,33.09,57.28679359323058
2016-06-30,canada,DM,1.061,0.5,4405.382767,1768.23,85.04,20.79292097836312
2016-06-30,australia,DM,1.9809999999999999,1.75,2988.529598,1047.41,44.12,23.740027198549413
2016-06-30,switzerland,DM,-0.575,-0.75,9890.997406,1051.6,39.96,26.316316316316314
2016-06-30,france,DM,0.182,0.0,4535.828913,120.18,6.04,19.897350993377483
2016-06-30,germany,DM,-0.13,0.0,4546.011689,123.79,5.59,22.14490161001789
2016-06-30,china,EM,2.86,4.35,370.150979,55.7,4.59,12.135076252723312
2016-06-30,brazil,EM,12.064,14.25,352.542853,1495.37,19.93,75.0311088810838
2016-06-30,south korea,EM,1.465,1.25,570.900993,535.37,52.0,10.295576923076924
2016-06-30,spain,DM,1.163,0.0,2434.774826,92.42,5.05,18.3009900990099
2016-06-30,taiwan,EM,0.7682,1.375,218.578498,321.62,21.24,15.142184557438796
2016-06-30,hong kong,DM,1.022,0.75,48437.665412,11880.32,866.73,13.707059868701903
2016-06-30,sweden,DM,0.258,-0.5,17914.015511,10276.33,451.16,22.77757336643319
2016-06-30,netherlands,DM,0.086,0.0,10955.293135,113.21,5.13,22.068226120857698
2016-06-30,south africa,EM,8.832,7.0,465.581432,1355.16,70.97,19.09482880090179
2016-06-30,italy,DM,1.258,0.0,566.324907,46.15,1.19,38.78151260504202
2016-06-30,india,EM,7.45,6.5,513.356459,1009.11,45.45,22.202640264026403
2016-06-30,russia,EM,8.2914,10.5,438.537068,483.4,64.54,7.489928726371241
2016-06-30,mexico,EM,5.901,4.25,485.42208,5268.51,233.78,22.536187868936608
2016-06-30,singapore,DM,1.9104,0.4,10221.101607,1481.55,95.53,15.508740709724693
2016-06-30,indonesia,EM,7.453,5.25,1399.759808,5958.81,324.74,18.349479583666934
2016-06-30,belgium,DM,0.228,0.0,10155.724732,101.4,2.68,37.83582089552239
2016-06-30,thailand,EM,1.95,1.5,961.018881,489.87,25.04,19.56349840255591
2016-06-30,israel,DM,1.63,0.1,150.20459,221.78,10.63,20.863593603010347
2016-06-30,chile,EM,4.595,3.5,326.927039,1444.13,66.54,21.703186053501653
2016-06-30,turkey,EM,9.22,7.5,219.216448,1093622.88,119207.52,9.174109821259597
2016-06-30,philippines,EM,3.698,3.0,542.203911,1348.38,61.34,21.982067166612325
2016-06-30,austria,DM,0.2,0.0,2052.296471,91.84,4.0,22.96
2016-06-30,peru,EM,6.08,4.25,1377.090876,1205.62,59.34,20.317155375800468
2016-06-30,poland,EM,2.91,1.5,153.874585,1259.15,38.74,32.502581311306145
2016-06-30,ireland,DM,0.52,0.0,312.068183,42.83,1.9,22.542105263157897
2016-06-30,malaysia,EM,3.753,3.25,356.271724,578.8,32.09,18.03677157993144
2016-06-30,new zealand,DM,2.351,2.25,446.807257,128.59,5.7,22.559649122807016
2016-06-30,colombia,EM,7.594,7.5,2246.179855,564.67,23.64,23.886209813874785
2016-06-30,norway,DM,1.008,0.5,6143.254637,2278.71,103.87,21.938095696543755
2016-06-30,denmark,DM,0.092,0.05,22860.659496,8113.5,246.86,32.866807097140075
2016-06-30,finland,DM,0.146,0.0,795.585949,105.85,4.51,23.470066518847005
2016-06-30,portugal,DM,3.006,0.0,120.615238,37.12,1.71,21.707602339181285
2016-06-30,greece,EM,8.293,0.0,,3.79,2.29,1.6550218340611353
2016-12-31,united states,DM,2.4443,0.75,,2129.36,98.43,21.633241897795386
2016-12-31,japan,DM,0.046,-0.1,5274.150697,914.0,45.86,19.930222416048846
2016-12-31,united kingdom,DM,1.2389999999999999,0.25,5402.54255,2077.45,32.08,64.75841645885286
2016-12-31,canada,DM,1.721,0.5,4769.377798,1956.11,88.6,22.07799097065463
2016-12-31,australia,DM,2.765,1.5,3247.259618,1146.21,44.94,25.505340453938587
2016-12-31,switzerland,DM,-0.187,-0.75,9758.751443,1080.31,38.72,27.90056818181818
2016-12-31,france,DM,0.686,0.0,4965.528995,137.99,6.22,22.184887459807076
2016-12-31,germany,DM,0.208,0.0,5073.68613,145.46,7.85,18.529936305732488
2016-12-31,china,EM,3.06,4.35,391.855604,58.65,4.58,12.805676855895197
2016-12-31,brazil,EM,11.447,13.75,400.468271,1671.82,16.19,103.26250772081531
2016-12-31,south korea,EM,2.092,1.25,597.956231,580.57,47.54,12.212242322254944
2016-12-31,spain,DM,1.384,0.0,2721.413034,107.93,6.41,16.837753510140406
2016-12-31,taiwan,EM,1.2233,1.375,238.84775,344.19,22.22,15.490099009900991
2016-12-31,hong kong,DM,1.974,1.0,49346.953033,11956.22,907.17,13.179690686420406
2016-12-31,sweden,DM,0.556,-0.5,19091.696646,11717.21,658.06,17.80568641157341
2016-12-31,netherlands,DM,0.357,0.0,11702.674272,126.41,5.52,22.900362318840582
2016-12-31,south africa,EM,8.924,7.0,474.725122,1275.54,67.84,18.802181603773583
2016-12-31,italy,DM,1.815,0.0,641.072641,54.72,2.4699999999999998,22.153846153846157
2016-12-31,india,EM,6.515,6.25,500.328749,983.2,46.65,21.076098606645232
2016-12-31,russia,EM,8.4595,10.0,563.76199,602.59,59.28,10.165148448043185
2016-12-31,mexico,EM,7.436,5.75,437.127574,4696.83,253.59,18.521353365668993
2016-12-31,singapore,DM,2.4743,0.4,9834.502868,1496.2,115.19,12.988974737390398
2016-12-31,indonesia,EM,7.973,4.75,1414.127813,6121.65,331.9,18.444260319373306
2016-12-31,belgium,DM,0.534,0.0,9405.182483,97.99,2.48,39.512096774193544
2016-12-31,thailand,EM,2.648,1.5,1012.256985,520.76,32.34,16.102659245516385
2016-12-31,israel,DM,2.18,0.1,130.56978,191.26,10.81,17.69287696577243
2016-12-31,chile,EM,4.291,3.5,328.480961,1447.02,72.39,19.98922503108164
2016-12-31,turkey,EM,11.39,8.0,179.198457,1092438.88,127324.94,8.579928488479947
2016-12-31,philippines,EM,4.755,3.0,447.635533,1171.99,60.64,19.327011873350923
2016-12-31,austria,DM,0.426,0.0,2549.918757,119.62,5.62,21.284697508896798
2016-12-31,peru,EM,6.38,4.25,1427.331809,1248.5,62.54,19.96322353693636
2016-12-31,poland,EM,3.633,1.5,163.969024,1392.59,33.94,41.03093694755451
2016-12-31,ireland,DM,0.751,0.0,335.687125,48.37,1.87,25.866310160427805
2016-12-31,malaysia,EM,4.217,3.0,321.408875,572.52,33.43,17.125934789111575
2016-12-31,new zealand,DM,3.329,1.75,447.739785,128.54,5.87,21.897785349233388
2016-12-31,colombia,EM,7.109,7.5,2255.191039,560.76,30.26,18.53139458030403
2016-12-31,norway,DM,1.65,0.5,6685.73137,2523.77,94.05,26.834343434343435
2016-12-31,denmark,DM,0.329,0.05,19555.302488,7275.95,267.65,27.18456940033626
2016-12-31,finland,DM,0.348,0.0,817.033883,114.49,4.33,26.44110854503464
2016-12-31,portugal,DM,3.7640000000000002,0.0,124.457412,40.13,1.94,20.68556701030928
2016-12-31,greece,EM,7.107,0.0,,4.62,-0.03,-154.0
2017-06-30,united states,DM,2.3037,1.25,,2308.82,105.51,21.88247559473036
2017-06-30,japan,DM,0.086,-0.1,5797.386192,958.65,57.22,16.753757427472912
2017-06-30,united kingdom,DM,1.2570000000000001,0.25,5942.672977,2123.68,65.24,32.55180870631514
2017-06-30,canada,DM,1.762,0.5,4920.071152,1933.47,97.38,19.85489833641405
2017-06-30,australia,DM,2.598,1.5,3536.213285,1153.98,60.52,19.067746199603437
2017-06-30,switzerland,DM,-0.023,-0.75,11520.066377,1175.85,48.97,24.011639779456807
2017-06-30,france,DM,0.815,0.0,5812.397542,146.69,7.83,18.73435504469987
2017-06-30,germany,DM,0.466,0.0,5851.106802,152.07,7.67,19.826597131681876
2017-06-30,china,EM,3.568,4.35,489.288803,73.03,4.65,15.705376344086021
2017-06-30,brazil,EM,10.536,10.25,412.480853,1700.18,103.36,16.449109907120743
2017-06-30,south korea,EM,2.212,1.25,770.022365,705.91,55.68,12.67798132183908
2017-06-30,spain,DM,1.5390000000000001,0.0,3369.496419,122.11,7.44,16.41263440860215
2017-06-30,taiwan,EM,1.0966,1.375,290.392151,391.74,25.68,15.254672897196262
2017-06-30,hong kong,DM,1.4889999999999999,1.5,59983.91725,14360.59,988.05,14.534274581245889
2017-06-30,sweden,DM,0.659,-0.5,22692.391794,12659.38,811.85,15.593249984603066
2017-06-30,netherlands,DM,0.656,0.0,14045.017737,138.25,6.47,21.367851622874806
2017-06-30,south africa,EM,8.784,7.0,512.896266,1304.61,68.09,19.160082244088702
2017-06-30,italy,DM,2.158,0.0,741.504557,57.39,-1.52,-37.75657894736842
2017-06-30,india,EM,6.511,6.25,603.027246,1119.85,52.44,21.354881769641494
2017-06-30,russia,EM,7.9033,9.0,483.839965,509.89,72.63,7.0203772545779985
2017-06-30,mexico,EM,6.798,7.0,543.636795,5770.65,269.34,21.42515036756516
2017-06-30,singapore,DM,2.0907,0.4,11745.246254,1677.24,115.69,14.497709395799118
2017-06-30,indonesia,EM,6.829,4.75,1640.581538,6919.51,353.52,19.57317832088708
2017-06-30,belgium,DM,0.801,0.0,10366.755512,98.33,3.3,29.796969696969697
2017-06-30,thailand,EM,2.475,1.5,1125.688093,539.64,36.67,14.716116716662121
2017-06-30,chile,EM,4.2447,2.5,372.779322,1618.39,78.11,20.719370119062862
2017-06-30,turkey,EM,10.53,8.0,236.918838,1411005.0,144590.2,9.7586489264141
2017-06-30,philippines,EM,4.682,3.0,508.70779,1342.24,60.4,22.222516556291392
2017-06-30,austria,DM,0.714,0.0,3385.27469,144.21,8.93,16.148936170212767
2017-06-30,peru,EM,5.54,4.0,1612.474684,1387.24,64.14,21.62831306516994
2017-06-30,poland,EM,3.322,1.5,219.362503,1643.1,92.57,17.749810953872746
2017-06-30,ireland,DM,0.9,0.0,361.455118,47.79,2.16,22.124999999999996
2017-06-30,malaysia,EM,3.91,3.0,365.941544,614.25,36.37,16.88891943909816
2017-06-30,new zealand,DM,2.979,1.75,493.219928,131.87,7.02,18.784900284900285
2017-06-30,colombia,EM,6.421,5.75,2443.035343,600.64,44.31,13.555405100428796
2017-06-30,norway,DM,1.649,0.5,7059.80197,2530.61,80.56,31.412735849056606
2017-06-30,denmark,DM,0.67,0.05,23926.417024,8121.13,358.83,22.632249254521643
2017-06-30,finland,DM,0.504,0.0,994.488461,125.4,4.41,28.435374149659864
2017-06-30,portugal,DM,3.027,0.0,138.884608,40.24,2.52,15.968253968253968
2017-06-30,greece,EM,5.424,0.0,,5.47,0.18,30.38888888888889
