Year,Code,Country,Date,Development,BondYield,CBPR,TotalPrices,Prices,TotalPrices__pctChange,Prices__pctChange,pctchg.TotalPrices_subtract_pctchg.Prices,Earnings,PE,ForwardEarnings,ForwardPE,BondYield_T_Difference,BondYield_T_PercentChange,BondYield_T_PercentChangeMedian,BondYield_T_PercentChangeStd,CBPR_T_Difference,CBPR_T_PercentChange,CBPR_T_PercentChangeMedian,CBPR_T_PercentChangeStd,Returns6M_Concurrent,Returns6M_Subsequent,GDP.Growth,CPI.Change,X,EP,EP.minus.Bond.Yield,Bond.Yield.minus.CPI.Change,EP.over.Bond.Yield,Unemployment,BondYield__.Change,CBPR__.Change,TotalPrices__.Change,Prices__.Change,Earnings__.Change,EP__.Change,BondYield_z.score.cross_sectional,CBPR_z.score.cross_sectional,PE_z.score.cross_sectional,EP_z.score.cross_sectional,EP.minus.Bond.Yield_z.score.cross_sectional,Bond.Yield.minus.CPI.Change_z.score.cross_sectional,EP.over.Bond.Yield_z.score.cross_sectional,BondYield_z.score.longitudinal,CBPR_z.score.longitudinal,PE_z.score.longitudinal,EP_z.score.longitudinal,EP.minus.Bond.Yield_z.score.longitudinal,BondYield_.percentchangefromedian_z.score.longitudinal,Prices__.Change_6.month.offset,BondYield_T_Difference_6.month.offset,CBPR_T_Difference_6.month.offset,BondYield_T_Difference__6month,BondYield__subtract_historical_median,CBPR__subtract_historical_median,PE__subtract_historical_median,EP__subtract_historical_median,EP.minus.Bond.Yield__subtract_historical_median,Bond.Yield.minus.CPI.Change__subtract_historical_median,BondYield_z.score.cross_sectional__subtract_historical_median,Bond.Yield.minus.CPI.Change_z.score.cross_sectional__subtract_historical_median,Bond.Yield.minus.CPI.Change_z.score.cross_sectional__subtract_historical_median__rollingsum_3year,BondYield_z.score.cross_sectional__subtract_historical_median__rollingsum_3year,Bond.Yield.minus.CPI.Change__subtract_historical_median__rollingsum_3year,EP.minus.Bond.Yield__subtract_historical_median__rollingsum_3year,EP__subtract_historical_median__rollingsum_3year,PE__subtract_historical_median__rollingsum_3year,CBPR__subtract_historical_median__rollingsum_3year,BondYield__subtract_historical_median__rollingsum_3year,CPI.Change__subtract_historical_median,GDP.Growth__subtract_historical_median,Unemployment__.Change,Unemployment__.Change__subtract_historical_median,ForwardEarnings_.Change,ForwardPE_.Change,ForwardEarnings__zscore_crosssectional,ForwardPE__zscore_crosssectional,ForwardPE__.changefromedian,ForwardPE__.changefromedian__z_score_longitudinal,ForwardEarnings__last_period_earnings_forecast_for_this_period,PE__difference,pctchg.TotalPrices_subtract_pctchg.Pricespctchg.TotalPrices_subtract_pctchg.Prices_.6month.offset,PE__differencePE__difference_.6.month.offset,Prices__.Change_.6.month.offset,EarningsEarnings_.6.month.offset,Earnings__.Change_,Earnings_.pctchange,CPI.Change_.ZXsect,CPI.Change_.zX,ForwardPE_.Change_.6monthforwardoffset,BondYield__pctchg-1year,BondYield__difference-1year
,BR,brazil,12/31/2015,0,16.511,14.25,240.903053,1036.23,-0.357792727,-0.369110314,0.011317587,26.29,39.42,100.75,10.28516129,3.895,0.30873494,0.313682854,2.741240151,0.5,0.04,0.05,0.238794065,-0.357792727,0.463422105,-3.769252669,9.027601288,,0.025367834,-16.48563217,7.483398712,0.00153642,8.520999908,0.30873494,0.036363636,-0.357792727,-0.369110314,-0.630913941,-0.415017742,3.189282691,1.478248973,0.73028314,-1.478135104,-3.207337325,0.945719987,-1.703148016,2.968318159,1.664985118,3.481960834,-2.094509528,-2.98585841,2.609519771,-0.103610684,0.252,2,0.252,4.094,3.25,25.33,-0.045605774,-4.173544715,1.073994143,2.881293242,0.639504477,-5.846978004,-1.438535271,-9.81950925,1.757980777,-0.109677923,41.685,0.25,-2.044,3.364502769,-6.774118028,0,0,-0.294270104,-0.106046535,-1.644026712,-0.089973271,-0.118472345,-0.495544269,129.81,17.37,-0.019229544,-0.27,-0.103610684,4.78,-0.466761491,-0.630913941,1.762815269,1.762815269,0.066550079,0.335409253,4.147
,BR,brazil,06/30/2016,0,12.064,14.25,352.542853,1495.37,0.463422105,0.443086959,0.020335146,19.93,75.03,129.81,11.51968261,-4.447,-0.269335594,-0.359092377,-3.129729127,0,0,0,0,0.463422105,0.135942106,-3.594739196,8.739478523,,0.013328002,-12.050672,3.324521477,0.001104775,11.45199966,-0.269335594,0,0.463422105,0.443086959,-0.241917079,-0.47461017,0.059553564,1.478248973,2.238799342,-1.89033821,-0.098035371,-1.530662802,-1.874435368,-0.013364363,1.510590023,3.702081999,-2.159803404,-0.027007978,-2.613587425,-0.369110314,3.895,0.5,3.895,-0.32,3.25,60.88,-0.057343376,0.24992516,-2.707386181,-0.225211001,-1.612099651,-5.582888995,0.647481625,-9.375993907,-1.23371349,-0.155971222,100.585,7.125,0.92,3.076380004,-6.599604555,0.343973687,0.343973687,0.288436725,0.120029359,-1.321436773,0.663108416,0.119717888,0.499181173,129.73,37.19,0.035850744,14.88,-0.369110314,2.68,-0.630913941,-0.241917079,1.585917623,1.585917623,-0.106046535,-0.043753963,-0.552
,BR,brazil,12/31/2016,0,11.447,13.75,400.468271,1671.82,0.135942106,0.117997552,0.017944554,16.19,103.26,129.73,12.88691899,-0.617,-0.051143899,-0.049862615,-0.434234961,-0.5,-0.04,-0.04,-0.238794065,0.135942106,0.029996339,-3.594739196,8.739478523,,0.009684292,-11.43731571,2.707521477,0.000846011,11.45199966,-0.051143899,-0.035087719,0.135942106,0.117997552,-0.187656799,-0.273387564,-0.374681397,1.239454908,3.434682868,-2.01508651,0.331982,-1.898052387,-1.977119288,-0.426410903,1.192874033,3.341056541,-1.980662248,0.382949709,-0.392535988,0.443086959,-4.447,0,-4.447,-0.927,2.625,88.935,-0.060134156,0.85853972,-3.293833024,-0.652408118,-1.961296511,-6.432012623,0.930402945,-10.80202584,-1.6484229,-0.210148404,188.42,12.5,1.322,2.806979457,-6.057747035,0,0,-0.000616285,0.118686984,-1.322324839,1.497148835,0.131682617,0.532826444,158.28,63.75,-0.040274176,18.23,0.443086959,2.48,-0.241917079,-0.187656799,1.585917623,1.585917623,0.120029359,-0.306704621,-5.064
,BR,brazil,06/30/2017,0,10.536,10.25,412.480853,1700.18,0.029996339,0.016963549,0.01303279,103.36,16.45,158.28,10.74159717,-0.911,-0.079584171,-0.073681656,-0.641147568,-3.5,-0.25,-0.32,-1.671558454,0.029996339,,0.263117233,,,0.060790274,-10.47520973,,0.005769768,12.35499954,-0.079584171,-0.254545455,0.029996339,0.016963549,5.38418777,5.277203744,-1.015828965,-0.432103546,-0.242775471,-0.265390627,1.006503955,,-0.023251408,-1.015828965,-0.432103546,-0.242775471,-0.265390627,1.006503955,-0.548617734,0.117997552,-0.617,-0.5,-0.617,-1.828,-0.75,1.95,-0.008175243,1.81590397,,-1.286517842,,,0.72841683,,-1.333415195,-0.209180366,188.48,12.25,1.035,,-1.658033085,0.078850848,0.078850848,0.220072458,-0.166472826,-1.005396321,0.188461372,-0.205221063,-0.91634738,,-13.35,0.098768894,13.65,0.117997552,3.3,-0.187656799,5.38418777,,,0.118686984,-0.126657825,-1.528
,CA,canada,06/30/1989,1,9.299,,,,,,0,,,,,,,,,,,,,,,2.323973923,4.99501266,,,,4.30398734,,,,,,,,,1.627005684,,,,,0.568537676,,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,2.313257749,2.313257749,,,
,CA,canada,12/31/1989,1,9.564,,,,,,0,,,,,0.265,0.028497688,0.028097333,0.102601881,,,,,,,2.323973923,4.99501266,,,,4.56898734,,,0.028497688,,,,,,1.729607565,,,,,0.68611504,,0.707106781,,,,,,,,,,0.1325,,,,,0.1325,0.051300941,0.058788682,,,,,,,,,0,0,,,,,,,,,,,,,,,,,2.313257749,2.313257749,,,
,CA,canada,06/30/1990,1,10.693,,,,,,0,,,,,1.129,0.118046842,0.118046842,0.437122733,,,,,,,0.154346036,4.764688688,,,,5.928311312,,,0.118046842,,,,,,2.166730298,,,,,1.289231002,,1.136054014,,,,,0.707106781,,0.265,,0.265,1.129,,,,,1.359323972,0.437122733,0.603115962,,,,,,,,,-0.230323972,-2.169627887,,,,,,,,,,,,,,,,,2.127048375,2.127048375,,0.149908592,1.394
,CA,canada,12/31/1990,1,10.281,,,,,,0,,,,,-0.412,-0.038529879,-0.041521794,-0.159516887,,,,,,,0.154346036,4.764688688,,,,5.516311312,,,-0.038529879,,,,,,2.007213411,,,,,1.106431477,,0.50166085,,,,,-0.954950422,,1.129,,1.129,0.3585,,,,,0.473661986,0.138802923,0.210158219,,,,,,,,,-0.115161986,-1.084813944,,,,,,,,,,,,,,,,,2.127048375,2.127048375,,0.074968632,0.717
,CA,canada,06/30/1991,1,10.085,0,,,,,0,,,,,-0.196,-0.019064293,-0.019434804,-0.075886675,,,,,,,-2.125692233,5.615234375,,,,4.469765625,,10.30000019,-0.019064293,,,,,,1.931326736,-1.373220078,,,,0.642091539,,0.180195669,,,,,-0.575801829,,-0.412,,-0.412,0,0,,,,-0.099221715,0,-0.044023501,,,,,,,,,0.620221715,-2.280038269,,,,,,,,,,,,,,,,,2.814686655,2.814686655,,-0.056859628,-0.608
,CA,canada,12/31/1991,1,8.1,0,,,,,0,,,,,-1.985,-0.196826971,-0.202045906,-0.768546169,0,,,0,,,-2.125692233,5.615234375,,,,2.484765625,,10.30000019,-0.196826971,,,,,,1.162780568,-1.373220078,,,,-0.238629473,,-1.712181866,,,,,-1.524880878,,-0.196,,-0.196,-1.7245,0,,,,-2.034610858,-0.667686583,-0.902732763,,,,,,,,,0.620221715,-2.280038269,0,0,,,,,,,,,,,,,,,2.814686655,2.814686655,,-0.212138897,-2.181
,CA,canada,06/30/1992,1,8.18,0,,,,,0,,,,,0.08,0.009876543,0.008364701,0.030974153,0,,,0,,,0.882976026,1.505845056,,,,6.674154944,,11.19999981,0.009876543,,,,,,1.19375472,-1.373220078,,,,1.620152996,,-1.2659141,,,,,0.25044438,,-1.985,0,-1.985,-1.384,0,,,,2.105167604,-0.535852845,0.934037956,0.859344555,-0.576312831,1.93682099,,,,,-1.4885,-3.489167604,0.72862999,0.087378602,0.043689301,,,,,,,,,,,,,,,-0.507619769,-0.507619769,,-0.188894398,-1.905
,CA,canada,12/31/1992,1,7.87,6.75,,,,,0,,,,,-0.31,-0.037897311,-0.032868579,-0.120024842,6.75,#N/A,#N/A,3.32838403,,,0.882976026,1.505845056,,,,6.364154944,,11.19999981,-0.037897311,#N/A,,,,,1.073729878,1.955163952,,,,1.482609664,,-1.274474068,1.5,,,,-0.131253316,,0.08,0,0.08,-1.5615,6.75,,,,1.321505618,-0.604576747,0.586336406,1.445680961,-1.180889578,3.258326608,,,,,-3.05,-3.374005618,0.364314995,0,0,,,,,,,,,,,,,,,-0.507619769,-0.507619769,,-0.028395062,-0.23
,CA,canada,06/30/1993,1,7.349,4.25,,,,,0,,,,,-0.521,-0.066200762,-0.05602753,-0.201719171,-2.5,-0.37,#N/A,-1.232734826,,,2.655235883,1.84136899,,,,5.50763101,,11.39999962,-0.066200762,-0.37037037,,,,,0.872010707,0.722429126,,,,1.10258013,,-1.412527468,0.652977183,,,,-0.347250965,,-0.31,6.75,-0.31,-1.95,4.25,,,,0,-0.754994977,0,1.386892279,-1.987185495,3.125826608,,,,,-5.1325,-2.923319698,1.772259857,0.017857126,0.008928563,,,,,,,,,0,,,,,,-0.236359678,-0.236359678,,-0.101589242,-0.831
,CA,canada,12/31/1993,1,6.627,4,,,,,0,,,,,-0.722,-0.098244659,-0.082613422,-0.27954173,-0.25,-0.06,-0.13,-0.123273483,,,2.655235883,1.84136899,,,,4.78563101,,11.39999962,-0.098244659,-0.058823529,,,,,0.592468978,0.599155644,,,,0.782237273,,-1.592700816,0.516780722,,,,-0.594436361,,-0.521,-2.5,-0.521,-2.1125,2,,,,-0.361,-0.817911224,-0.160171429,0.623604888,-3.242219452,1.405502636,,,,,-8.374,-2.923319698,1.772259857,0,0,,,,,,,,,0,,,,,,-0.236359678,-0.236359678,,-0.15794155,-1.243
,CA,canada,06/30/1994,1,9.286,5.69,,,,,0,,,,,2.659,0.401237362,0.286345036,1.029503407,1.69,0.42,0.42,0.833328742,,,4.493474619,0.185279836,,,,9.100720164,,10.39999962,0.401237362,0.4225,,,,,1.621972384,1.432484386,,,,2.696791271,,0.335141556,0.939258784,,,,2.207575081,,-0.722,-0.25,-0.722,0,1.69,,,,3.593089154,0,1.594211141,2.007657811,-3.381022375,4.524929804,,,,14.69,-8.7325,-4.579408852,3.610498593,-0.087719301,-0.087719301,,,,,,,,,0,,,,,,-1.575253418,-1.575253418,,0.263573275,1.937
,CA,canada,12/31/1994,1,9.14,5.69,,,,,0,,,,,-0.146,-0.015722593,-0.015847172,-0.056527829,0,0,0,0,,,4.493474619,0.185279836,,,,8.954720164,,10.39999962,-0.015722593,0,,,,,1.565444555,1.432484386,,,,2.632012799,,0.214182409,0.835576217,,,,-0.121930525,,2.659,1.69,2.659,-0.073,1.565,,,,3.442749003,-0.028263915,1.527506996,3.579188307,-3.40928629,8.066900522,,,,16.255,-8.8055,-3.117749003,2.889999645,0,0,,,,,,,,,0,,,,,,-1.575253418,-1.575253418,,0.379206277,2.513
,CA,canada,06/30/1995,1,7.93,7.19,,492.39,,,0,28.66,17.18,,,-1.21,-0.13238512,-0.13238512,-0.468484062,1.5,0.26,0.35,0.739640895,,,2.677708436,2.168229067,,0.058207218,-7.871792782,5.761770933,0.007340128,9.5,-0.13238512,0.263620387,,,,,1.096960493,2.172125281,-0.544976522,0.422087051,-2.146757994,1.215339006,-0.885884633,-0.711868802,1.162596735,,,,-0.978885975,,-0.146,0,-0.146,-1.21,2.94,0,0,0,0.245459621,-0.468484062,0.108907529,4.590828599,-3.210083769,10.346971,,,,19.195,-8.291,0,0.353734513,-0.086538428,-0.086538428,,,,,,,,3.79,0,-356.33,,2.91,,,0.027895969,0.027895969,,-0.146026276,-1.356
,CA,canada,12/31/1995,1,7.08,5.78,,509.5,,0.034748878,-0.034748878,31.3,16.28,,,-0.85,-0.107187894,-0.098152425,-0.329100374,-1.41,-0.2,-0.28,-0.695262442,,,2.677708436,2.168229067,,0.061425061,-7.018574939,4.911770933,0.008675856,9.5,-0.107187894,-0.196105702,,0.034748878,0.092114445,0.055282542,0.767860118,1.47686284,-0.738892785,0.69702844,-1.669172945,0.838204064,-0.765952656,-1.266410617,0.640668557,-0.707106781,0.707106781,0.707106781,-0.662273574,,-1.21,1.5,-1.21,-1.58,0.81,-0.45,0.001608922,0.426608922,-0.600200228,-0.61173952,-0.26630174,3.390488903,-3.285970444,7.641603168,,,,20.005,-8.487,0,0.353734513,0,0,,,,,,,,1.41,-0.106492173,-349.17,,2.9,,0.092114445,0.027895969,0.027895969,,-0.225382932,-2.06
,CA,canada,06/30/1996,1,7.7,4.75,,552.86,,0.085103042,-0.085103042,29.28,18.88,,,0.62,0.087570621,0.075794621,0.240049685,-1.03,-0.18,-0.22,-0.507886748,,,1.611048031,1.570531125,,0.052966102,-7.647033898,6.129468875,0.006878715,9.600000381,0.087570621,-0.178200692,,0.085103042,-0.064536741,-0.137711853,1.007909803,0.968976091,-0.178690246,-0.025728368,-2.020950167,1.378482232,-0.927313857,-0.734856197,0.27010401,1.085567877,-1.069578655,-0.304284228,0.739764761,0.034748878,-0.85,-1.41,-0.85,-0.48,0,1.7,-0.005241116,0,0.613157563,-0.185844917,0.272050755,3.076203253,-2.867238614,6.933255113,,,,13.255,-7.4055,-0.597697942,-0.712925892,0.010526356,0.010526356,,,,,,,,3.76,-0.08325603,-155.68,0.034748878,3.09,0.092114445,-0.064536741,-0.455323205,-0.455323205,,-0.029003783,-0.23
,CA,canada,12/31/1996,1,6.41,3,,647.02,,0.170314365,-0.170314365,32.08,20.17,,,-1.29,-0.167532468,-0.158476658,-0.499458215,-1.75,-0.37,-0.39,-0.862914378,,,1.611048031,1.570531125,,0.049578582,-6.360421418,4.839468875,0.007734568,9.600000381,-0.167532468,-0.368421053,,0.170314365,0.095628415,-0.063956377,0.508451588,0.106061713,0.099256399,-0.315167429,-1.300774318,0.806124497,-0.850468763,-1.564509295,-0.35150135,1.176035952,-1.12799872,1.27093206,-1.139980194,0.085103042,0.62,-1.03,0.62,-1.73,-1.5,2.14,-0.006008078,0.972383001,-0.672502286,-0.669816056,-0.298381307,2.777821946,-2.782059693,6.260752827,,,,7.505,-7.1855,-0.434267904,-0.356462946,0,0,,,,,,,,3.9,-0.083493899,-149.89,0.085103042,3.11,-0.064536741,0.095628415,-0.455323205,-0.455323205,,-0.094632768,-0.67
,CA,canada,06/30/1997,1,6.34,3.25,,721.04,,0.11440141,-0.11440141,33.75,21.36,,,-0.07,-0.010920437,-0.008641975,-0.027102384,0.25,0.08,0.06,0.123273483,,,4.279812433,1.621216381,,0.046816479,-6.293183521,4.718783619,0.007384303,9.100000381,-0.010920437,0.083333333,,0.11440141,0.052057357,-0.055711618,0.481349204,0.229335196,0.355656792,-0.551169134,-1.263138192,0.752577877,-0.881918261,-1.457255016,-0.246618484,1.23959577,-1.160280405,1.033060879,0.103935671,0.170314365,-1.29,-1.75,-1.29,-1.76,-1,2.48,-0.006149623,0.725391418,-0.788847391,-0.681431364,-0.350002253,2.587991122,-2.645579833,5.832905436,,,,4.505,-6.833,-0.220152609,1.95583851,-0.052083331,-0.052083331,,,,,,,,5.32,-0.245406046,-191.65,0.170314365,3.93,0.095628415,0.052057357,-0.414345838,-0.414345838,,-0.176623377,-1.36
,CA,canada,12/31/1997,1,5.615,4.25,1241.861,751.16,,0.041772995,-0.041772995,28.29,26.55,,,-0.725,-0.114353312,-0.090455396,-0.280703261,1,0.31,0.24,0.49309393,,0.091300073,4.279812433,1.621216381,,0.037664783,-5.577335217,3.993783619,0.006707887,9.100000381,-0.114353312,0.307692308,,0.041772995,-0.161777778,-0.195480228,0.200645943,0.722429126,1.473907245,-1.333115304,-0.862445156,0.430903955,-0.942652114,-1.739245412,0.144065299,1.759767976,-1.580619271,1.385757229,-0.577364959,0.11440141,-0.07,0.25,-0.07,-2.4,0,7.025,-0.013607559,1.112162962,-1.215917353,-0.929224588,-0.539488142,0.454291839,-3.574804421,1.02389893,,,,2.815,-9.233,-0.220152609,1.95583851,0,0,,,,,,,,10.07,-0.038077106,-277.98,0.11440141,3.97,0.052057357,-0.161777778,-0.414345838,-0.414345838,,-0.124024961,-0.795
,CA,canada,06/30/1998,1,5.355,4.75,1355.243,837,0.091300073,0.114276586,-0.022976513,30.36,27.57,,,-0.26,-0.046304541,-0.032786885,-0.100665997,0.5,0.12,0.12,0.246546965,0.091300073,-0.139890042,3.881759144,0.995942457,,0.036271309,-5.318728691,4.359057543,0.006773354,8.300000191,-0.046304541,0.117647059,0.091300073,0.114276586,0.073170732,-0.036996735,0.099979947,0.968976091,1.693679011,-1.452177569,-0.717691255,0.592971673,-0.936773981,-1.700598853,0.337395532,1.461976371,-1.327821421,1.295037085,-0.068266918,0.041772995,-0.725,1,-0.725,-2.575,0.5,7.4,-0.013307273,1.041692727,-0.55271339,-0.996980546,-0.245232391,-1.318447548,-4.543521052,-2.971563464,4.278239029,-0.042704728,20.295,1.75,-11.735,-0.845426533,1.557785221,-0.087912105,-0.087912105,,,,,,,,10.42,0.007466896,-367.71,0.041772995,5.44,-0.161777778,0.073170732,-0.919859289,-0.919859289,,-0.155362776,-0.985
,CA,canada,12/31/1998,1,4.909,5,1165.658,746.27,-0.139890042,-0.108399044,-0.031490998,37.71,19.79,,,-0.446,-0.083286648,-0.056455696,-0.172680902,0.25,0.05,0.06,0.123273483,-0.139890042,0.186394294,3.881759144,0.995942457,,0.050530571,-4.858469429,3.913057543,0.010293455,8.300000191,-0.083286648,0.052631579,-0.139890042,-0.108399044,0.242094862,0.393127858,-0.072700956,1.092249574,0.017380643,-0.23382686,-0.460063096,0.395086751,-0.620712123,-1.760788443,0.427774973,-0.288489236,0.151727311,1.383875597,-0.275094738,0.114276586,-0.26,0.5,-0.26,-2.991,0.5,-0.19,0.000475995,1.468333041,-0.962562361,-1.158046142,-0.42707753,-1.854432607,-5.233083132,-4.179585446,5.746572069,-0.042228733,20.105,-0.69,-13.516,-0.735350229,1.392154241,0,0,,,,,,,,1.03,0.09847596,1.64,0.114276586,5.33,0.073170732,0.242094862,-0.919859289,-0.919859289,,-0.125734639,-0.706
,CA,canada,06/30/1999,1,5.473,4.5,1382.93,847.35,0.186394294,0.135446956,0.050947338,29.65,28.58,,,0.564,0.114891017,0.071664549,0.218367778,-0.5,-0.1,-0.11,-0.246546965,0.186394294,0.295842161,5.1632109,1.734842951,,0.034989503,-5.438010497,3.738157049,0.006393112,7.599999905,0.114891017,-0.1,0.186394294,0.135446956,-0.213736409,-0.307557736,0.145666822,0.845702609,1.911296151,-1.561698613,-0.784458738,0.317485471,-0.970915045,-1.328824264,0.202979866,1.471036013,-1.319232603,0.775240873,0.876101901,-0.108399044,-0.446,0.25,-0.446,-2.397,0,8.41,-0.014589079,0.855173024,-1.101311826,-0.928063056,-0.488639026,-2.076769893,-5.549406668,-4.680697044,6.175136172,-0.058426734,28.965,-1.5,-14.333,0,2.507975017,-0.084337382,-0.084337382,,,,,,,,10.63,-0.104038664,-18.8,-0.108399044,5.07,0.242094862,-0.213736409,-0.322482485,-0.322482485,,0.022035481,0.118
,CA,canada,12/31/1999,1,6.255,4.75,1792.059,1070.23,0.295842161,0.263031805,0.032810356,32.64,32.79,,,0.782,0.142883245,0.100449583,0.302772344,0.25,0.06,0.05,0.123273483,0.295842161,0.231747392,5.1632109,1.734842951,,0.030497103,-6.224502897,4.520157049,0.004875636,7.599999905,0.142883245,0.055555556,0.295842161,0.263031805,0.10084317,-0.128392793,0.448439167,0.968976091,2.818393339,-1.94554167,-1.224694505,0.664449618,-1.107165762,-0.842966831,0.306482193,1.778698874,-1.464364933,0.03609926,1.084145371,0.135446956,0.564,-0.5,0.564,-1.53,0.125,12.025,-0.017700428,0.034340312,-0.292392894,-0.592380674,-0.129731267,-2.478551915,-5.955942425,-5.5862475,6.209476484,-0.070886045,39.29,-1.375,-15.383,0,2.507975017,0,0,,,,,,,,14.31,-0.020477402,-18.32,0.135446956,5.34,-0.213736409,0.10084317,-0.322482485,-0.322482485,,0.274190263,1.346
,CA,canada,06/30/2000,1,5.856,5.75,2207.364,1339.78,0.231747392,0.251861749,-0.020114357,46.23,28.98,,,-0.399,-0.063788969,-0.051818182,-0.154483588,1,0.21,0.21,0.49309393,0.231747392,-0.144816623,5.182690286,2.719439957,,0.034506556,-5.821493444,3.136560043,0.005892513,6.800000191,-0.063788969,0.210526316,0.231747392,0.251861749,0.416360294,0.131469963,0.293955579,1.462070022,1.997481157,-1.602962937,-0.999111682,0.050563998,-1.01586269,-1.025537609,0.738584481,0.988933564,-0.981341215,0.414644124,-0.323650255,0.263031805,0.782,0.25,0.782,-1.844,1,7.62,-0.012309923,0.403009453,-1.649070967,-0.713954224,-0.731673275,-2.911843884,-6.000080593,-6.562816181,5.640102936,-0.07718789,44.77,1.125,-15.497,0.984597006,2.527454403,-0.105263122,-0.105263122,,,,,,,,15.69,-0.028824513,-4.37,0.263031805,6.45,0.10084317,0.416360294,0.473531887,0.473531887,,0.069979901,0.383
,CA,canada,12/31/2000,1,5.399,5.75,1887.701,1156.57,-0.144816623,-0.136746331,-0.008070292,52.66,21.96,,,-0.457,-0.078039617,-0.060734933,-0.176939848,0,0,0,0,-0.144816623,-0.159881782,5.182690286,2.719439957,,0.045537341,-5.353462659,2.679560043,0.008434403,6.800000191,-0.078039617,0,-0.144816623,-0.136746331,0.139087173,0.319672152,0.117015731,1.462070022,0.484934301,-0.660462216,-0.737133446,-0.152201494,-0.787632171,-1.220860192,0.710723748,-0.258891852,0.061771211,0.835320961,-0.398316908,0.251861749,-0.399,1,-0.399,-2.1255,1,0.3,-0.000639569,0.669535511,-2.072647272,-0.822944524,-0.919609069,-3.4814507,-6.141593753,-7.846616062,5.58424703,-0.071677836,42.59,3.125,-15.8625,0.931333987,2.516218127,0,0,,,,,,,,8.08,-0.010449331,-3.13,0.251861749,6.18,0.416360294,0.139087173,0.473531887,0.473531887,,-0.13685052,-0.856
,CA,canada,06/30/2001,1,5.903,4.5,1585.892,975.99,-0.159881782,-0.156134086,-0.003747696,55.85,17.48,,,0.504,0.09335062,0.068580759,0.195137163,-1.25,-0.22,-0.26,-0.616367413,-0.159881782,-0.052900828,1.770819089,2.52512014,,0.057208238,-5.845791762,3.37787986,0.009691384,7.199999809,0.09335062,-0.217391304,-0.159881782,-0.156134086,0.060577288,0.256292896,0.312152894,0.845702609,-0.480337767,0.336731442,-1.012712562,0.157634745,-0.674770708,-0.898338922,0.113769803,-1.009510508,1.110485456,0.305394284,0.824576455,-0.136746331,-0.457,0,-0.457,-1.446,-0.25,-3.88,0.010391759,0,-1.340903759,-0.559857813,-0.594943132,-3.53690569,-5.772226978,-7.971602468,4.472084068,-0.047678518,31.685,2.875,-14.9085,0.68375115,-0.884416794,0.058823472,0.058823472,,,,,,,,4.24,-0.071410547,-0.92,-0.136746331,6.05,0.139087173,0.060577288,0.316430691,0.316430691,,0.008025956,0.047
,CA,canada,12/31/2001,1,5.357,2.25,1501.997,965.94,-0.052900828,-0.010297237,-0.042603591,34.31,28.15,,,-0.546,-0.092495341,-0.07568092,-0.211398593,-2.25,-0.5,-0.49,-1.109461343,-0.052900828,-0.027900855,1.770819089,2.52512014,,0.035523979,-5.321476021,2.83187986,0.00663132,7.199999809,-0.092495341,-0.5,-0.052900828,-0.010297237,-0.385675918,-0.379040847,0.1007543,-0.263758734,1.818647269,-1.516031508,-0.719229062,-0.084618994,-0.949526891,-1.155673533,-0.940328131,0.915130219,-0.941236976,0.824597169,-0.567296571,-0.156134086,0.504,-1.25,0.504,-1.8575,-2.375,6.49,-0.010652931,0.512166582,-1.81200562,-0.719181113,-0.803965453,-4.095638751,-5.494427545,-9.230894698,3.942557923,-0.045024176,30.775,0,-14.191,0.68375115,-0.884416794,0,0,,,,,,,,15.11,0.051240466,-0.9,-0.156134086,6.03,0.060577288,-0.385675918,0.316430691,0.316430691,,-0.007779218,-0.042
,CA,canada,06/30/2002,1,5.433,2.5,1460.09,888.76,-0.027900855,-0.079901443,0.052000588,29.27,30.36,,,0.076,0.014187045,0.010734463,0.029425445,0.25,0.11,0.06,0.123273483,-0.027900855,-0.106934504,3.010016308,2.258394409,,0.032938076,-5.400061924,3.174605591,0.006062595,7.699999809,0.014187045,0.111111111,-0.027900855,-0.079901443,-0.146895949,-0.072793169,0.130179746,-0.140485252,2.294819428,-1.736978199,-0.763217186,0.067444358,-1.000591414,-1.067276512,-0.789109888,1.21279522,-1.102138216,0.701020401,0.281879133,-0.010297237,-0.546,-2.25,-0.546,-1.647,-2,8.4,-0.012599265,0.42143152,-1.394381749,-0.637680372,-0.618670682,-4.287231904,-4.974061775,-9.662714086,2.895656403,-0.058099436,39.365,-2.5,-12.847,0.417025419,0.354780425,0.069444446,0.069444446,,,,,,,,16.45,0.12233756,33.43,-0.010297237,5.01,-0.385675918,-0.146895949,0.10079169,0.10079169,,-0.079620532,-0.47
